company_id,company_name,company_number,incorporation_date,company_status,company_type,registered_office_postcode,sic_code,accounts_next_due,confirmation_statement_next_due,filing_frequency,number_of_officers,number_of_shareholders,share_capital,mortgages_count,charges_count
SME-00182,Company 182,91237032,2018-02-10,Active,Limited liability partnership,73B7 3BC,62012,2024-07-16,2024-08-04,Annual,1,2,8491.62,0,0
SME-00183,Company 183,81294712,2014-05-02,Active,Limited liability partnership,37B9 4AB,69201,2024-07-15,2024-07-31,Annual,1,6,395.25,1,2
SME-00184,Company 184,18937140,2016-01-22,Active,Private limited company,86B8 6DD,69201,2024-11-13,2024-12-01,Annual,3,4,1040.96,0,1
SME-00185,Company 185,36160243,2014-10-29,Active,Limited liability partnership,11D9 1DE,86900,2024-10-21,2024-07-04,Annual,3,1,3247.14,0,0
SME-00186,Company 186,17965362,2017-08-14,Active,Limited liability partnership,62A9 7EC,69201,2024-09-17,2024-06-15,Annual,2,1,2810.04,0,0
SME-00187,Company 187,11658027,2013-05-07,Active,Private limited company,21C5 1CD,41100,2024-03-21,2024-10-30,Annual,3,5,683.49,0,0
SME-00188,Company 188,38499869,2016-04-21,Active,Limited liability partnership,06B7 2CD,41100,2024-11-25,2024-01-20,Annual,1,2,38556.58,0,1
SME-00189,Company 189,81384079,2014-10-29,Active,Limited liability partnership,79E8 2EC,62012,2024-08-22,2024-05-17,Annual,3,3,3949.01,0,0
SME-00190,Company 190,54254811,2017-08-14,Active,Limited liability partnership,51C3 6DE,41201,2024-02-03,2024-11-20,Annual,2,3,3005.61,0,0
SME-00191,Company 191,62077499,2012-05-12,Active,Private limited company,13A8 8BE,47110,2024-10-24,2024-10-24,Annual,3,2,2183.2,1,0
SME-00192,Company 192,54334694,2018-10-08,Active,Private limited company,94C5 5CD,41100,2024-12-07,2024-08-30,Annual,2,4,362.69,0,1
SME-00193,Company 193,63682150,2018-04-11,Active,Limited liability partnership,14A6 5EC,69201,2024-11-22,2024-11-12,Annual,1,4,2340.16,0,1
SME-00194,Company 194,11846179,2018-04-11,Active,Private limited company,19A5 9AC,47110,2024-07-01,2024-07-20,Annual,1,3,4264.37,0,1
SME-00195,Company 195,38657129,2019-08-04,Active,Limited liability partnership,99E8 6BC,41100,2024-08-04,2024-09-11,Annual,1,2,1710.99,2,0
SME-00196,Company 196,61162163,2011-12-14,Active,Limited liability partnership,48E6 1BD,86900,2024-01-23,2024-01-11,Annual,2,1,1790.59,0,1
SME-00197,Company 197,93482491,2019-07-05,Active,Limited liability partnership,76E9 2BA,41100,2024-07-18,2024-04-26,Annual,3,2,2170.37,0,1
SME-00198,Company 198,81890085,2018-10-08,Active,Private limited company,87C7 4DC,69201,2024-12-07,2024-08-09,Annual,4,2,514.41,0,1
SME-00199,Company 199,60943097,2019-08-04,Active,Limited liability partnership,51B2 9AA,86900,2024-02-06,2024-07-03,Annual,1,2,64234.05,1,0
SME-00200,Company 200,15110794,2013-08-05,Active,Private limited company,62E4 9DA,86900,2024-08-28,2024-09-04,Annual,3,1,1772.01,0,1
SME-00201,Company 201,57821950,2018-06-10,Active,Limited liability partnership,22E4 7DC,41201,2024-05-01,2024-01-02,Annual,2,5,71403.41,0,1
SME-00202,Company 202,38728443,2018-04-11,Active,Limited liability partnership,12A7 1CD,41201,2024-04-19,2024-01-23,Annual,4,4,583.1,0,0
SME-00203,Company 203,50590941,2017-11-12,Active,Private limited company,32A8 2BE,86900,2024-11-25,2024-10-07,Annual,1,4,13911.93,0,2
SME-00204,Company 204,71494559,2011-12-14,Active,Private limited company,05B6 1BA,41201,2024-05-06,2024-01-19,Annual,1,3,51299.77,0,0
SME-00205,Company 205,20153674,2018-03-12,Active,Private limited company,26C6 6DB,41201,2024-07-14,2024-02-06,Annual,3,4,49507.58,0,1
SME-00206,Company 206,49305101,2017-11-12,Active,Private limited company,13B2 1CB,47110,2024-04-12,2024-05-27,Annual,2,3,3110.26,1,1
SME-00207,Company 207,42194839,2018-11-07,Active,Limited liability partnership,13C4 2DB,69201,2024-03-04,2024-06-21,Annual,1,2,419.55,0,0
SME-00208,Company 208,51291656,2017-06-15,Active,Limited liability partnership,76D9 2DE,62012,2024-07-15,2024-04-01,Annual,4,1,9200.23,0,1
SME-00209,Company 209,55285677,2013-02-06,Active,Limited liability partnership,04C9 4BE,47110,2024-07-27,2024-05-09,Annual,3,1,779.62,0,0
SME-00210,Company 210,35397513,2018-01-11,Active,Private limited company,73C3 3DD,41100,2024-07-03,2024-06-29,Annual,1,3,8392.84,0,0
SME-00211,Company 211,21393247,2018-04-11,Active,Limited liability partnership,29C7 1EE,62012,2024-06-10,2024-06-25,Annual,1,5,23479.52,0,0
SME-00212,Company 212,69867322,2017-04-16,Active,Limited liability partnership,20E7 6BB,69201,2024-11-21,2024-05-19,Annual,2,3,1072.33,0,0
SME-00213,Company 213,11778343,2016-01-22,Active,Limited liability partnership,60C6 8BC,47110,2024-09-12,2024-09-22,Annual,3,3,2190.19,1,0
SME-00214,Company 214,93202956,2019-06-05,Active,Limited liability partnership,35A4 2BD,47110,2024-09-20,2024-06-30,Annual,1,1,977.9,0,1
SME-00215,Company 215,16974726,2016-11-17,Active,Private limited company,10E8 2BA,41100,2024-05-11,2024-09-01,Annual,3,1,2638.39,0,0
SME-00216,Company 216,18204874,2018-10-08,Active,Private limited company,17D8 2DB,69201,2024-06-08,2024-06-08,Annual,4,2,44303.58,0,1
SME-00217,Company 217,96337998,2019-11-02,Active,Private limited company,38A7 5ED,41100,2024-11-05,2024-12-23,Annual,1,3,2313.69,1,0
SME-00218,Company 218,70496733,2017-07-15,Active,Limited liability partnership,11E2 5CE,62012,2024-03-08,2024-07-16,Annual,2,3,1565.86,0,0
SME-00219,Company 219,63739475,2019-06-05,Active,Limited liability partnership,34B7 3ED,47110,2024-01-28,2024-08-03,Annual,1,4,205.21,1,0
SME-00220,Company 220,73349491,2019-04-06,Active,Private limited company,70B8 4EB,41201,2024-06-12,2024-06-15,Annual,1,4,1842.38,0,0
SME-00221,Company 221,89335157,2017-04-16,Active,Private limited company,03E6 9CD,47110,2024-06-18,2024-07-16,Annual,1,4,624.23,0,1
SME-00222,Company 222,56850991,2016-08-19,Active,Private limited company,76A7 1CC,69201,2024-02-11,2024-12-09,Annual,2,3,2776.32,0,0
SME-00223,Company 223,64404269,2017-02-15,Active,Limited liability partnership,64E9 1DB,47110,2024-09-03,2024-05-01,Annual,2,2,849.09,0,1
SME-00224,Company 224,79240397,2015-09-24,Active,Private limited company,13C7 3ED,47110,2024-07-23,2024-11-02,Annual,2,3,44.99,0,1
SME-00225,Company 225,32480698,2012-01-13,Active,Private limited company,22A3 2DA,47110,2024-04-19,2024-11-05,Annual,4,6,2762.19,0,1
SME-00226,Company 226,42946437,2017-11-12,Active,Limited liability partnership,67A7 2BE,41100,2024-08-27,2024-07-11,Annual,3,3,1746.21,0,0
SME-00227,Company 227,88915922,2018-10-08,Active,Limited liability partnership,99E4 3EB,86900,2024-01-08,2024-09-26,Annual,2,4,224.85,0,2
SME-00228,Company 228,24043453,2018-07-10,Active,Private limited company,70B7 7DD,69201,2024-04-14,2024-08-21,Annual,1,5,2395.59,0,1
SME-00229,Company 229,12759118,2019-01-06,Active,Private limited company,57C4 9EA,69201,2024-07-06,2024-12-05,Annual,1,1,41403.37,0,0
SME-00230,Company 230,71525097,2019-05-06,Active,Private limited company,14B4 7AB,86900,2024-08-08,2024-10-30,Annual,2,2,5612.52,1,0
SME-00231,Company 231,70720842,2018-03-12,Active,Limited liability partnership,74E5 6DD,47110,2024-03-06,2024-07-10,Annual,1,3,11.62,0,0
SME-00232,Company 232,78581013,2017-10-13,Active,Private limited company,08B9 7AD,86900,2024-02-05,2024-11-25,Annual,1,2,549.72,0,0
SME-00233,Company 233,53779672,2019-01-06,Active,Limited liability partnership,40C3 3AD,41100,2024-09-08,2024-09-11,Annual,4,3,2122.66,0,0
SME-00234,Company 234,12258918,2017-04-16,Active,Private limited company,12B3 2AE,69201,2024-07-18,2024-08-28,Annual,2,1,206899.71,2,2
SME-00235,Company 235,94281689,2005-03-20,Active,Private limited company,26A1 2DD,47110,2024-01-12,2024-05-10,Annual,3,2,834.07,0,1
SME-00236,Company 236,28962638,2017-08-14,Active,Private limited company,52A8 8CB,41201,2024-05-06,2024-07-19,Annual,3,1,895.37,0,1
SME-00237,Company 237,55807862,2019-10-03,Active,Limited liability partnership,16E1 7EC,41100,2024-07-17,2024-04-09,Annual,1,3,29217.8,0,0
SME-00238,Company 238,98753743,2016-09-18,Active,Private limited company,16D6 3CA,47110,2024-02-20,2024-04-11,Annual,2,3,5750.43,1,0
SME-00239,Company 239,79238709,2009-07-27,Active,Limited liability partnership,85B8 8EE,41201,2024-08-17,2024-06-14,Annual,2,1,1836.86,0,1
SME-00240,Company 240,99498999,2015-07-26,Active,Private limited company,79A4 8CE,86900,2024-10-21,2024-03-21,Annual,1,2,271503.15,0,0
SME-00241,Company 241,30917603,2013-12-03,Active,Private limited company,36D6 5AE,62012,2024-02-29,2024-08-06,Annual,3,5,5335.28,0,1
SME-00242,Company 242,41483222,1997-05-31,Active,Private limited company,52D6 4DE,41100,2024-07-19,2024-04-01,Annual,4,3,2227.76,1,0
SME-00243,Company 243,14692366,2010-03-24,Active,Limited liability partnership,24D3 6EE,62012,2024-08-04,2024-08-19,Annual,1,4,1600.4,1,1
SME-00244,Company 244,35989988,2015-01-27,Active,Limited liability partnership,60C5 1CB,47110,2024-08-03,2024-07-15,Annual,2,2,77.08,0,0
SME-00245,Company 245,33901092,2015-07-26,Active,Limited liability partnership,86A4 7CB,62012,2024-10-28,2024-06-01,Annual,1,1,23167.43,0,1
SME-00246,Company 246,13636234,2016-10-18,Active,Private limited company,55C4 8DB,47110,2024-06-20,2024-09-14,Annual,3,4,3200.37,0,0
SME-00247,Company 247,11679074,2006-10-11,Active,Limited liability partnership,11D4 7EC,41201,2024-04-12,2024-12-03,Annual,1,5,900.36,1,0
SME-00248,Company 248,12135466,2016-02-21,Active,Private limited company,02E8 8AB,86900,2024-03-26,2024-08-21,Annual,2,3,757.81,1,3
SME-00249,Company 249,81527977,2008-01-04,Active,Limited liability partnership,68E8 3EA,69201,2024-12-18,2024-02-15,Annual,4,3,254.06,0,0
SME-00250,Company 250,86777139,2019-02-05,Active,Limited liability partnership,07E1 1AA,62012,2024-06-28,2024-05-19,Annual,2,3,943.04,0,0
SME-00251,Company 251,73325626,2016-02-21,Active,Limited liability partnership,41E3 6CC,62012,2024-06-17,2024-01-23,Annual,4,1,11003.48,0,0
SME-00252,Company 252,82673302,2018-11-07,Active,Limited liability partnership,07A4 8DB,47110,2024-09-14,2024-08-10,Annual,3,5,4001.37,0,0
SME-00253,Company 253,28831410,2017-07-15,Active,Limited liability partnership,95D6 8EA,62012,2024-11-30,2024-05-03,Annual,3,5,3127.84,0,0
SME-00254,Company 254,46590462,2019-04-06,Active,Limited liability partnership,65E2 3EC,62012,2024-05-06,2024-08-29,Annual,1,2,12101.24,0,0
SME-00255,Company 255,17634237,2017-11-12,Active,Limited liability partnership,16D9 2BD,86900,2024-08-13,2024-09-11,Annual,1,5,1290.04,0,0
SME-00256,Company 256,15629730,2018-12-07,Active,Private limited company,06C4 1EB,41201,2024-12-17,2024-12-05,Annual,1,3,753.24,1,1
SME-00257,Company 257,41340161,2018-02-10,Active,Private limited company,46C1 7EC,86900,2024-01-24,2024-02-23,Annual,5,3,7123.69,0,1
SME-00258,Company 258,28509884,2017-04-16,Active,Limited liability partnership,95C6 6ED,47110,2024-07-24,2024-08-05,Annual,3,1,4008.5,0,0
SME-00259,Company 259,48383554,2018-08-09,Active,Private limited company,34C6 5EE,62012,2024-06-19,2024-10-05,Annual,2,2,7457.06,2,1
SME-00260,Company 260,44862747,2018-01-11,Active,Limited liability partnership,59A6 4BD,62012,2024-04-08,2024-07-03,Annual,3,2,11584.28,0,1
SME-00261,Company 261,55616745,2018-12-07,Active,Private limited company,11E9 2CD,86900,2024-07-07,2024-08-01,Annual,1,4,3490.23,1,0
SME-00262,Company 262,31075773,2017-02-15,Active,Limited liability partnership,16B3 9EC,41100,2024-11-09,2024-05-05,Annual,2,8,8291.35,0,0
SME-00263,Company 263,51801701,2017-08-14,Active,Private limited company,68B6 6DE,41100,2024-10-23,2024-07-31,Annual,6,4,64064.71,0,0
SME-00264,Company 264,43197419,2015-01-27,Active,Limited liability partnership,40E3 2BC,41100,2024-04-17,2024-12-22,Annual,1,3,2498.31,0,1
SME-00265,Company 265,55302762,2019-06-05,Active,Private limited company,45E9 9CD,62012,2024-03-23,2024-06-23,Annual,1,1,98232.18,0,0
SME-00266,Company 266,19265844,2015-04-27,Active,Limited liability partnership,18C6 6CC,41201,2024-07-23,2024-11-30,Annual,2,3,79713.65,0,0
SME-00267,Company 267,23581856,2018-08-09,Active,Limited liability partnership,43A5 8EC,41201,2024-03-02,2024-12-22,Annual,1,2,1663.27,0,0
SME-00268,Company 268,25924620,2017-04-16,Active,Limited liability partnership,97B2 2BD,41201,2024-12-08,2024-05-02,Annual,1,1,9924.52,0,0
SME-00269,Company 269,80825812,2019-09-03,Active,Private limited company,80A1 8AA,62012,2024-03-19,2024-12-02,Annual,2,4,1249.81,1,0
SME-00270,Company 270,95774927,2016-09-18,Active,Private limited company,45E6 9AA,41201,2024-11-13,2024-04-24,Annual,5,2,14840.8,0,0
SME-00271,Company 271,81515654,2013-10-04,Active,Private limited company,89B8 6AD,41100,2024-04-06,2024-03-16,Annual,3,3,17191.67,2,1
SME-00272,Company 272,42681612,2016-04-21,Active,Private limited company,92C7 4DB,41201,2024-11-04,2024-05-18,Annual,2,3,449.17,0,0
SME-00273,Company 273,86739809,2018-09-08,Active,Private limited company,33C5 6BD,41201,2024-08-28,2024-03-27,Annual,3,4,1184.01,0,1
SME-00274,Company 274,10771982,2014-03-03,Active,Limited liability partnership,86C6 6DB,47110,2024-03-11,2024-04-22,Annual,2,5,47102.05,1,1
SME-00275,Company 275,73695872,2017-10-13,Active,Limited liability partnership,09A2 8CE,62012,2024-03-22,2024-01-28,Annual,1,6,2447.97,0,2
SME-00276,Company 276,95177553,2019-12-02,Active,Limited liability partnership,52E5 1ED,62012,2024-06-06,2024-12-10,Annual,2,2,2469.15,0,2
SME-00277,Company 277,79355286,2008-10-30,Active,Private limited company,79A1 8AD,41100,2024-09-16,2024-09-29,Annual,3,1,1029.66,1,2
SME-00278,Company 278,32183424,2019-03-07,Active,Private limited company,66D7 1DD,41201,2024-09-20,2024-01-10,Annual,1,1,1303.7,0,0
SME-00279,Company 279,32472622,2016-09-18,Active,Limited liability partnership,92E2 7AB,47110,2024-10-16,2024-02-29,Annual,2,3,46939.78,0,0
SME-00280,Company 280,28065388,2018-03-12,Active,Limited liability partnership,52D1 2EE,69201,2024-04-21,2024-03-16,Annual,1,2,42.86,0,1
SME-00281,Company 281,27398009,2019-07-05,Active,Private limited company,48E2 3AD,41100,2024-10-29,2024-02-29,Annual,1,2,727.84,1,0
SME-00282,Company 282,33408621,2019-10-03,Active,Limited liability partnership,85B3 1CC,47110,2024-09-11,2024-04-24,Annual,5,1,2298.74,1,0
SME-00283,Company 283,96023049,2018-05-11,Active,Private limited company,73C3 8AC,69201,2024-01-19,2024-10-20,Annual,1,2,1814.48,0,0
SME-00284,Company 284,91634277,2019-07-05,Active,Limited liability partnership,69C3 2BA,69201,2024-02-19,2024-04-16,Annual,2,7,549.03,0,1
SME-00285,Company 285,65687331,2019-02-05,Active,Limited liability partnership,21C7 4CC,62012,2024-09-04,2024-10-07,Annual,1,2,18495.39,0,0
SME-00286,Company 286,31896685,2016-05-21,Active,Private limited company,33D7 1CA,69201,2024-05-29,2024-01-19,Annual,1,5,13072.3,0,0
SME-00287,Company 287,44307970,2019-09-03,Active,Limited liability partnership,01B8 5BC,41201,2024-06-15,2024-12-14,Annual,2,2,536.69,0,0
SME-00288,Company 288,52526184,2017-09-13,Active,Limited liability partnership,74A1 8EE,47110,2024-05-03,2024-02-27,Annual,4,3,1992.32,1,1
SME-00289,Company 289,73264290,2016-02-21,Active,Limited liability partnership,77D5 6BE,47110,2024-12-05,2024-06-26,Annual,2,3,261.4,0,0
SME-00290,Company 290,51787231,2019-01-06,Active,Limited liability partnership,54A8 4AE,41100,2024-10-24,2024-01-03,Annual,3,5,3292.86,0,0
SME-00291,Company 291,66153591,2018-12-07,Active,Private limited company,01C2 9BC,41100,2024-10-28,2024-10-06,Annual,3,5,10152.64,0,0
SME-00292,Company 292,90284703,2019-10-03,Active,Limited liability partnership,05A5 4AE,69201,2024-04-05,2024-09-12,Annual,3,3,17063.0,0,1
SME-00293,Company 293,64913459,2017-06-15,Active,Private limited company,72E2 5AB,41100,2024-11-08,2024-01-29,Annual,1,3,810.48,0,0
SME-00294,Company 294,80882586,2012-01-13,Active,Private limited company,23A7 3AA,41201,2024-08-28,2024-07-06,Annual,1,4,931.53,0,0
SME-00295,Company 295,90061013,2018-08-09,Active,Limited liability partnership,51D4 3CB,47110,2024-01-09,2024-08-17,Annual,1,2,512.32,0,1
SME-00296,Company 296,93399391,2016-11-17,Active,Private limited company,11E1 6BB,41100,2024-08-01,2024-06-04,Annual,1,2,3650.03,0,0
SME-00297,Company 297,24890940,2019-08-04,Active,Limited liability partnership,55A9 3DD,41100,2024-12-19,2024-05-30,Annual,3,3,8404.95,0,0
SME-00298,Company 298,32747293,2018-02-10,Active,Limited liability partnership,15D4 7DE,41201,2024-07-09,2024-08-10,Annual,4,6,305.22,0,1
SME-00299,Company 299,65469026,2018-01-11,Active,Private limited company,78A5 6BA,62012,2024-03-11,2024-01-08,Annual,1,4,878.12,0,0
SME-00300,Company 300,56430356,2019-09-03,Active,Private limited company,76B4 3EA,41201,2024-02-03,2024-10-08,Annual,1,3,254.36,0,0
