company_id,review_date,rating
SME-00020,2023-04-12,3
SME-00020,2023-05-02,3
SME-00020,2022-03-03,4
SME-00020,2023-06-15,3
SME-00020,2022-11-22,1
SME-00021,2022-09-03,4
SME-00021,2023-01-20,3
SME-00021,2023-01-25,3
SME-00021,2022-08-23,3
SME-00021,2022-03-27,2
SME-00021,2023-01-19,3
SME-00021,2022-07-19,5
SME-00021,2022-07-25,3
SME-00021,2022-02-08,1
SME-00021,2022-01-16,2
SME-00024,2023-01-20,4
SME-00024,2022-02-26,2
SME-00024,2022-11-13,2
SME-00024,2022-09-30,2
SME-00025,2022-04-09,2
SME-00025,2022-03-02,3
SME-00025,2022-06-28,1
SME-00025,2022-07-10,3
SME-00025,2022-10-26,3
SME-00025,2022-05-24,3
SME-00025,2022-10-25,5
SME-00025,2022-01-23,3
SME-00025,2022-10-09,4
SME-00025,2023-05-21,2
SME-00025,2023-02-14,2
SME-00026,2022-07-17,2
SME-00026,2022-06-04,3
SME-00026,2022-07-16,4
SME-00026,2022-06-13,3
SME-00026,2022-12-23,3
SME-00026,2022-05-31,3
SME-00026,2022-01-11,3
SME-00026,2023-01-08,3
SME-00026,2022-02-20,1
SME-00026,2022-06-22,3
SME-00027,2023-05-20,4
SME-00027,2023-03-28,3
SME-00027,2022-01-28,4
SME-00027,2022-04-12,3
SME-00027,2022-11-29,3
SME-00027,2022-11-02,3
SME-00027,2023-02-12,2
SME-00027,2022-01-12,4
SME-00028,2022-12-20,1
SME-00028,2023-03-24,3
SME-00028,2023-01-15,4
SME-00028,2022-08-31,3
SME-00028,2023-03-20,3
SME-00028,2022-01-23,3
SME-00028,2022-05-16,4
SME-00028,2022-10-11,4
SME-00028,2023-04-27,3
SME-00028,2022-11-20,3
SME-00028,2022-05-30,4
SME-00028,2022-04-02,1
SME-00028,2022-02-15,3
SME-00028,2022-03-14,3
SME-00028,2022-03-18,4
SME-00029,2023-02-02,3
SME-00029,2022-06-07,3
SME-00029,2023-06-03,2
SME-00029,2023-06-06,4
SME-00029,2022-08-10,5
SME-00029,2022-06-07,4
SME-00029,2022-06-13,3
SME-00029,2022-04-10,3
SME-00029,2022-11-25,3
SME-00029,2023-02-19,4
SME-00030,2022-10-06,3
SME-00030,2022-11-10,3
SME-00030,2023-02-20,5
SME-00030,2023-06-16,4
SME-00030,2022-12-02,3
SME-00030,2022-06-13,3
SME-00030,2022-08-08,3
SME-00030,2022-12-23,3
SME-00030,2023-02-04,4
SME-00030,2023-02-10,2
SME-00030,2023-02-17,2
SME-00030,2023-01-31,3
SME-00030,2022-09-21,4
SME-00030,2023-05-02,3
SME-00030,2022-01-30,3
SME-00032,2022-07-13,2
SME-00032,2023-06-24,4
SME-00032,2022-06-17,3
SME-00032,2022-01-10,3
SME-00032,2023-02-19,5
SME-00032,2022-05-25,3
SME-00032,2022-12-14,4
SME-00032,2022-03-16,3
SME-00032,2022-06-28,3
SME-00032,2022-08-18,2
SME-00033,2022-01-06,4
SME-00033,2023-02-21,2
SME-00033,2022-07-25,3
SME-00033,2022-06-13,2
SME-00033,2022-10-11,4
SME-00033,2023-03-12,3
SME-00033,2022-02-28,3
SME-00033,2023-03-10,5
SME-00033,2022-02-02,5
SME-00033,2022-08-05,2
SME-00033,2023-04-11,4
SME-00033,2023-01-08,3
SME-00033,2022-10-26,5
SME-00034,2022-08-15,2
SME-00034,2022-02-12,4
SME-00034,2022-01-26,5
SME-00034,2023-03-06,3
SME-00034,2022-04-19,3
SME-00034,2022-11-06,3
SME-00034,2022-06-13,3
SME-00037,2023-04-08,3
SME-00037,2022-11-27,4
SME-00037,2022-02-09,2
SME-00037,2022-08-10,4
SME-00038,2022-12-20,2
SME-00038,2023-05-22,3
SME-00038,2022-04-25,2
SME-00038,2022-07-14,4
SME-00038,2023-06-01,4
SME-00038,2022-03-11,1
SME-00038,2022-12-12,4
SME-00038,2022-07-04,2
SME-00038,2022-04-21,2
SME-00038,2023-05-26,3
SME-00038,2023-02-22,4
SME-00042,2022-09-27,3
SME-00042,2022-03-20,3
SME-00042,2023-06-08,3
SME-00042,2022-04-16,1
SME-00042,2022-11-25,4
SME-00042,2022-08-12,3
SME-00043,2022-05-15,3
SME-00043,2022-08-27,4
SME-00043,2022-03-12,3
SME-00043,2023-02-02,2
SME-00043,2022-07-23,4
SME-00043,2022-09-05,3
SME-00043,2022-04-02,4
SME-00044,2022-09-11,4
SME-00044,2022-12-23,3
SME-00044,2023-04-19,3
SME-00044,2022-11-23,3
SME-00044,2022-06-03,3
SME-00044,2022-02-06,4
SME-00044,2022-01-15,2
SME-00044,2022-05-20,1
SME-00044,2022-02-28,3
SME-00044,2023-04-18,2
SME-00044,2023-02-16,2
SME-00045,2022-07-30,2
SME-00045,2022-04-30,4
SME-00045,2022-01-10,2
SME-00046,2023-06-08,1
SME-00046,2022-08-05,3
SME-00046,2023-05-19,2
SME-00046,2022-08-17,3
SME-00047,2023-02-01,4
SME-00047,2023-01-09,3
SME-00047,2022-09-10,2
SME-00047,2022-01-26,4
SME-00047,2023-01-10,2
SME-00047,2022-06-22,2
SME-00047,2022-09-04,3
SME-00047,2022-08-27,3
SME-00048,2023-05-07,4
SME-00048,2022-06-26,3
SME-00048,2022-07-08,3
SME-00048,2022-06-11,2
SME-00048,2022-06-04,2
SME-00048,2023-02-16,1
SME-00048,2022-11-25,3
SME-00051,2023-04-07,4
SME-00051,2023-04-19,5
SME-00051,2022-05-24,2
SME-00051,2023-06-27,3
SME-00051,2022-04-18,4
SME-00051,2023-02-07,2
SME-00051,2022-11-14,4
SME-00054,2022-06-16,2
SME-00054,2023-03-04,2
SME-00054,2023-01-30,3
SME-00054,2022-10-08,4
SME-00054,2023-05-13,3
SME-00054,2022-03-15,4
SME-00054,2023-05-19,2
SME-00054,2023-01-11,5
SME-00054,2023-05-14,3
SME-00054,2023-02-20,3
SME-00055,2022-07-26,3
SME-00055,2023-01-26,2
SME-00055,2023-02-12,3
SME-00055,2022-07-21,5
SME-00055,2022-10-18,4
SME-00055,2022-06-24,3
SME-00057,2022-04-21,3
SME-00057,2022-03-20,4
SME-00057,2022-12-15,3
SME-00057,2022-10-11,3
SME-00057,2023-03-14,3
SME-00057,2022-12-12,2
SME-00057,2023-01-04,4
SME-00059,2022-10-27,2
SME-00059,2023-01-10,4
SME-00059,2023-03-26,4
SME-00060,2023-06-10,3
SME-00060,2022-11-08,2
SME-00060,2022-04-26,2
SME-00060,2022-12-27,3
SME-00060,2022-01-28,5
SME-00060,2022-02-26,3
SME-00060,2022-09-18,4
SME-00060,2022-12-10,3
SME-00060,2023-05-10,3
SME-00060,2022-11-17,3
SME-00062,2023-02-27,2
SME-00062,2023-03-31,3
SME-00062,2022-04-14,2
SME-00062,2023-01-16,3
SME-00062,2023-04-13,3
SME-00062,2022-04-19,4
SME-00062,2022-01-26,4
SME-00062,2022-05-04,4
SME-00062,2023-03-26,3
SME-00063,2023-06-22,2
SME-00063,2022-08-16,2
SME-00063,2022-02-08,3
SME-00063,2023-05-04,2
SME-00063,2022-12-13,3
SME-00063,2023-03-20,3
SME-00064,2023-01-03,3
SME-00064,2023-05-23,4
SME-00064,2022-03-26,4
SME-00064,2022-01-18,5
SME-00064,2023-03-27,2
SME-00064,2022-05-14,4
SME-00064,2022-07-03,1
SME-00065,2023-05-11,3
SME-00065,2022-05-07,3
SME-00065,2022-07-16,4
SME-00065,2022-08-29,2
SME-00065,2022-10-26,4
SME-00065,2022-08-19,3
SME-00065,2022-09-16,3
SME-00065,2023-04-21,3
SME-00065,2023-01-11,3
SME-00068,2023-06-19,3
SME-00068,2023-04-21,2
SME-00068,2023-06-14,2
SME-00068,2022-04-24,2
SME-00068,2022-06-01,3
SME-00069,2023-03-01,2
SME-00069,2023-05-07,2
SME-00069,2022-11-04,2
SME-00069,2023-04-12,4
SME-00069,2023-01-10,3
SME-00069,2022-06-14,3
SME-00069,2022-08-19,2
SME-00069,2022-03-12,3
SME-00069,2023-05-28,4
SME-00069,2022-04-16,3
SME-00069,2022-03-06,3
SME-00069,2023-05-09,2
SME-00069,2022-12-12,3
SME-00069,2022-03-14,3
SME-00071,2022-01-27,3
SME-00071,2023-01-14,3
SME-00071,2023-05-09,5
SME-00071,2023-05-20,4
SME-00071,2022-08-05,4
SME-00072,2023-04-02,3
SME-00072,2022-04-26,4
SME-00072,2023-01-20,3
SME-00072,2022-06-28,4
SME-00072,2022-03-07,3
SME-00072,2022-01-09,3
SME-00073,2022-07-06,2
SME-00073,2022-01-10,4
SME-00073,2023-03-14,2
SME-00073,2022-06-25,3
SME-00073,2023-06-27,3
SME-00073,2023-06-05,2
SME-00073,2023-04-27,5
SME-00073,2023-01-30,3
SME-00074,2022-12-26,3
SME-00074,2023-01-20,2
SME-00074,2022-08-13,3
SME-00074,2023-04-08,2
SME-00074,2022-01-31,3
SME-00074,2022-11-13,1
SME-00074,2023-03-15,2
SME-00074,2023-02-06,3
SME-00074,2023-01-02,2
SME-00075,2023-03-23,2
SME-00075,2023-03-15,1
SME-00075,2023-06-12,4
SME-00075,2023-04-30,5
SME-00075,2022-12-24,2
SME-00075,2023-04-22,3
SME-00079,2022-12-03,2
SME-00079,2022-04-01,1
SME-00079,2022-11-17,2
SME-00079,2023-01-13,3
SME-00079,2022-09-23,2
SME-00079,2023-01-06,3
SME-00079,2023-02-15,4
SME-00079,2022-11-17,2
SME-00080,2022-06-12,5
SME-00080,2022-03-25,4
SME-00080,2022-09-18,4
SME-00080,2023-02-02,3
SME-00081,2022-05-06,3
SME-00081,2023-06-02,2
SME-00081,2023-05-31,3
SME-00081,2022-09-23,4
SME-00081,2023-05-16,3
SME-00081,2022-09-07,4
SME-00081,2022-12-14,2
SME-00083,2023-05-08,3
SME-00083,2022-10-25,3
SME-00083,2022-06-14,4
SME-00083,2023-01-30,4
SME-00083,2022-06-15,4
SME-00083,2023-04-18,3
SME-00083,2022-07-22,2
SME-00083,2023-04-05,3
SME-00083,2023-06-10,3
SME-00084,2022-07-11,2
SME-00084,2022-02-06,4
SME-00084,2023-02-25,2
SME-00084,2022-04-13,4
SME-00084,2022-10-09,3
SME-00084,2023-01-26,3
SME-00084,2022-12-29,2
SME-00084,2022-08-31,3
SME-00084,2023-05-22,2
SME-00084,2022-10-17,2
SME-00084,2022-02-01,3
SME-00087,2022-01-12,4
SME-00087,2022-01-27,3
SME-00087,2022-01-29,4
SME-00087,2022-01-11,4
SME-00087,2023-03-07,3
SME-00087,2022-04-10,2
SME-00089,2022-08-22,4
SME-00089,2022-06-25,4
SME-00089,2022-04-02,2
SME-00089,2023-03-13,3
SME-00089,2022-05-14,3
SME-00089,2023-06-24,2
SME-00089,2022-06-20,3
SME-00089,2022-11-01,1
SME-00089,2022-10-16,3
SME-00089,2022-11-14,2
SME-00089,2022-06-09,3
SME-00090,2022-01-29,3
SME-00090,2023-04-22,2
SME-00090,2023-01-05,4
SME-00090,2023-04-14,3
SME-00090,2022-08-22,3
SME-00090,2022-11-02,2
SME-00090,2022-05-11,3
SME-00090,2022-05-11,4
SME-00091,2022-08-04,3
SME-00091,2023-02-22,2
SME-00091,2022-07-27,4
SME-00091,2022-05-25,3
SME-00091,2022-08-24,3
SME-00091,2023-06-27,3
SME-00091,2022-06-04,3
SME-00091,2022-08-08,4
SME-00091,2022-06-15,3
SME-00091,2022-02-13,4
SME-00091,2022-06-08,2
SME-00091,2022-12-11,4
SME-00093,2022-10-06,5
SME-00093,2022-08-20,2
SME-00093,2023-03-28,3
SME-00093,2023-03-13,4
SME-00093,2022-09-29,5
SME-00093,2023-03-29,4
SME-00093,2023-04-09,3
SME-00094,2023-06-07,2
SME-00094,2022-03-02,5
SME-00094,2022-05-20,4
SME-00094,2022-11-14,3
SME-00094,2022-09-23,3
SME-00094,2023-06-19,4
SME-00094,2023-02-01,4
SME-00096,2022-06-05,3
SME-00096,2023-03-01,1
SME-00096,2022-01-27,2
SME-00096,2023-03-26,5
SME-00096,2022-11-09,4
SME-00096,2023-02-23,3
SME-00096,2023-03-29,3
SME-00096,2022-01-05,3
SME-00097,2022-11-13,3
SME-00097,2022-03-23,3
SME-00097,2023-06-04,4
SME-00097,2022-12-19,3
SME-00097,2022-12-28,3
SME-00097,2022-12-29,4
SME-00097,2022-03-12,2
SME-00097,2023-05-01,4
SME-00097,2023-06-22,3
SME-00097,2022-04-25,2
SME-00097,2023-04-16,2
SME-00097,2022-02-27,4
SME-00097,2022-07-24,5
SME-00097,2022-02-25,3
SME-00097,2022-03-03,3
SME-00099,2022-06-19,2
SME-00099,2022-07-07,3
SME-00099,2022-01-06,3
SME-00099,2022-03-20,5
SME-00099,2023-06-16,2
SME-00099,2023-01-08,2
SME-00099,2023-03-29,5
SME-00099,2022-07-23,1
SME-00099,2022-03-22,2
SME-00099,2022-09-06,1
SME-00099,2023-05-14,2
SME-00100,2023-06-19,4
SME-00100,2022-02-10,2
SME-00100,2023-02-13,4
SME-00100,2023-02-17,1
SME-00100,2022-08-21,5
SME-00100,2023-05-17,3
SME-00100,2022-09-15,3
SME-00100,2022-07-23,2
SME-00102,2022-10-04,3
SME-00102,2022-02-18,1
SME-00102,2022-05-29,4
SME-00102,2023-03-31,3
SME-00102,2022-06-26,4
SME-00102,2022-05-11,1
SME-00102,2022-06-07,4
SME-00102,2023-04-22,2
SME-00102,2022-04-26,4
SME-00103,2022-05-25,4
SME-00103,2022-10-04,3
SME-00103,2022-05-05,3
SME-00103,2022-04-09,4
SME-00103,2022-07-03,3
SME-00103,2023-05-17,3
SME-00103,2023-05-13,3
SME-00103,2022-06-20,3
SME-00103,2023-02-26,4
SME-00108,2022-02-23,3
SME-00108,2022-09-23,4
SME-00108,2022-04-01,3
SME-00108,2022-12-22,3
SME-00108,2022-09-05,2
SME-00108,2023-01-11,2
SME-00109,2022-12-28,2
SME-00109,2022-03-08,3
SME-00109,2022-11-02,3
SME-00109,2022-01-17,1
SME-00109,2022-05-02,3
SME-00109,2022-05-28,1
SME-00109,2022-01-02,4
SME-00109,2023-01-03,3
SME-00109,2022-04-07,2
SME-00110,2023-02-19,2
SME-00110,2022-06-17,3
SME-00110,2023-06-07,2
SME-00110,2022-11-16,3
SME-00110,2022-03-07,2
SME-00110,2023-04-09,2
SME-00110,2023-04-25,4
SME-00110,2022-02-13,4
SME-00110,2023-06-10,2
SME-00112,2022-06-24,3
SME-00112,2023-01-26,3
SME-00112,2022-04-25,2
SME-00112,2022-07-09,2
SME-00112,2022-09-09,4
SME-00112,2023-03-14,2
SME-00112,2022-04-20,2
SME-00113,2022-12-28,2
SME-00113,2022-07-16,4
SME-00113,2022-08-08,4
SME-00113,2022-03-08,3
SME-00113,2022-01-31,3
SME-00113,2023-03-28,4
SME-00113,2022-04-14,3
SME-00114,2022-12-10,2
SME-00114,2023-03-23,3
SME-00114,2023-06-20,2
SME-00114,2022-08-20,3
SME-00114,2023-03-30,4
SME-00114,2022-09-11,3
SME-00114,2022-07-13,4
SME-00114,2023-05-23,3
SME-00114,2023-06-11,2
SME-00114,2022-01-18,5
SME-00114,2022-08-02,2
SME-00114,2022-09-20,2
SME-00116,2022-12-17,3
SME-00116,2022-02-16,3
SME-00116,2022-02-03,4
SME-00116,2022-05-02,2
SME-00116,2023-01-15,1
SME-00116,2022-02-06,3
SME-00117,2022-01-07,1
SME-00117,2022-01-30,3
SME-00117,2022-02-04,3
SME-00117,2022-09-12,2
SME-00117,2022-12-29,3
SME-00117,2023-03-20,3
SME-00117,2022-03-18,2
SME-00117,2022-10-02,2
SME-00117,2022-03-11,2
SME-00117,2022-01-21,5
SME-00117,2022-06-27,3
SME-00117,2023-05-04,3
SME-00117,2023-06-25,2
SME-00119,2022-09-22,3
SME-00119,2022-09-30,3
SME-00119,2022-11-18,3
SME-00119,2022-04-14,3
SME-00119,2022-10-20,3
SME-00119,2022-10-26,4
SME-00119,2022-09-12,3
SME-00120,2023-05-18,3
SME-00120,2022-04-19,3
SME-00120,2022-03-19,3
SME-00120,2023-03-24,3
SME-00120,2022-03-05,3
SME-00120,2022-05-31,3
SME-00120,2023-03-09,4
SME-00120,2022-09-27,3
SME-00120,2023-02-10,3
SME-00122,2022-12-24,2
SME-00122,2022-02-25,4
SME-00122,2022-01-16,3
SME-00122,2022-01-10,1
SME-00122,2023-05-17,4
SME-00122,2023-02-24,3
SME-00123,2022-09-19,2
SME-00123,2023-03-31,4
SME-00123,2023-01-08,4
SME-00123,2023-01-08,2
SME-00123,2023-06-21,5
SME-00123,2022-05-07,2
SME-00123,2023-05-29,5
SME-00123,2022-12-25,4
SME-00124,2023-01-24,2
SME-00124,2023-01-16,3
SME-00124,2023-05-28,3
SME-00124,2022-09-24,4
SME-00126,2022-08-05,4
SME-00126,2023-01-30,2
SME-00126,2023-06-07,3
SME-00126,2023-03-10,5
SME-00126,2023-02-28,2
SME-00126,2022-09-23,5
SME-00126,2022-06-09,3
SME-00126,2022-01-31,4
SME-00128,2022-11-22,3
SME-00128,2022-01-09,3
SME-00128,2022-05-31,3
SME-00128,2022-11-26,1
SME-00128,2022-09-23,3
SME-00128,2023-05-29,1
SME-00128,2022-09-16,2
SME-00132,2023-01-19,3
SME-00132,2022-06-18,4
SME-00132,2022-03-20,1
SME-00132,2022-06-17,5
SME-00132,2022-04-10,4
SME-00132,2022-05-17,2
SME-00132,2022-07-04,2
SME-00132,2022-04-23,3
SME-00132,2022-09-22,2
SME-00132,2023-05-13,3
SME-00135,2023-05-15,3
SME-00135,2023-04-19,2
SME-00135,2023-06-04,4
SME-00135,2022-02-21,3
SME-00135,2022-06-17,3
SME-00135,2022-06-03,3
SME-00135,2023-06-25,2
SME-00136,2023-03-06,3
SME-00136,2022-02-24,3
SME-00136,2023-05-21,1
SME-00136,2022-11-30,2
SME-00136,2023-01-28,3
SME-00136,2022-06-04,2
SME-00137,2022-08-19,3
SME-00137,2022-07-19,2
SME-00137,2022-12-28,3
SME-00137,2022-06-03,2
SME-00137,2022-05-09,4
SME-00137,2023-02-12,4
SME-00137,2022-11-19,2
SME-00137,2022-01-17,3
SME-00137,2022-09-23,2
SME-00138,2022-02-07,4
SME-00138,2022-11-27,4
SME-00138,2022-10-15,2
SME-00138,2022-06-21,4
SME-00138,2023-04-20,3
SME-00138,2022-02-22,3
SME-00139,2022-03-25,2
SME-00139,2022-11-30,2
SME-00139,2022-07-18,3
SME-00139,2022-09-13,2
SME-00139,2022-08-11,2
SME-00139,2022-07-22,3
SME-00139,2023-01-27,3
SME-00142,2023-03-09,4
SME-00142,2022-02-22,3
SME-00142,2022-08-25,4
SME-00142,2022-12-09,4
SME-00142,2022-11-05,3
SME-00142,2023-01-25,2
SME-00142,2022-03-29,4
SME-00142,2023-06-01,5
SME-00143,2022-09-09,1
SME-00143,2022-06-11,1
SME-00143,2023-03-01,3
SME-00143,2022-01-20,3
SME-00143,2022-12-11,5
SME-00143,2023-02-18,2
SME-00143,2023-01-20,2
SME-00143,2023-05-17,4
SME-00143,2022-11-01,2
SME-00143,2023-04-07,4
SME-00143,2022-07-02,4
SME-00143,2022-04-01,5
SME-00144,2022-08-08,2
SME-00144,2022-02-12,3
SME-00144,2022-05-21,4
SME-00144,2023-06-28,4
SME-00144,2022-07-11,3
SME-00144,2022-07-08,4
SME-00144,2023-03-31,4
SME-00144,2022-12-19,3
SME-00144,2023-03-18,4
SME-00144,2022-03-23,2
SME-00144,2023-04-15,3
SME-00144,2022-06-05,2
SME-00144,2022-06-05,3
SME-00145,2023-02-20,3
SME-00145,2022-11-29,2
SME-00145,2022-03-25,2
SME-00145,2022-04-15,4
SME-00145,2022-07-02,4
SME-00145,2022-05-13,2
SME-00145,2023-02-07,4
SME-00146,2022-10-06,3
SME-00146,2022-08-03,3
SME-00146,2023-01-18,2
SME-00146,2022-01-03,2
SME-00146,2023-06-12,4
SME-00146,2023-05-18,4
SME-00146,2023-05-12,3
SME-00146,2023-03-08,5
SME-00147,2023-03-22,4
SME-00147,2023-02-08,3
SME-00147,2023-04-12,4
SME-00147,2023-01-08,2
SME-00147,2022-07-01,3
SME-00147,2022-06-05,4
SME-00147,2023-04-15,1
SME-00147,2022-01-13,2
SME-00147,2022-05-02,3
SME-00147,2023-03-21,3
SME-00148,2022-08-23,4
SME-00148,2022-07-18,2
SME-00148,2023-01-08,4
SME-00148,2022-03-29,4
SME-00148,2022-06-08,1
SME-00148,2022-09-20,4
SME-00148,2022-12-08,3
SME-00148,2022-11-12,2
SME-00148,2023-03-31,2
SME-00148,2023-04-28,2
SME-00149,2023-05-04,4
SME-00149,2022-04-26,4
SME-00149,2022-12-29,4
SME-00149,2022-10-10,3
SME-00149,2022-10-14,2
SME-00149,2022-10-21,3
SME-00150,2022-02-07,3
SME-00150,2022-01-09,3
SME-00150,2023-03-06,2
SME-00150,2023-06-29,3
SME-00150,2022-07-22,2
SME-00150,2022-03-05,3
SME-00150,2022-07-21,4
SME-00150,2023-05-01,3
SME-00151,2022-04-03,4
SME-00151,2022-06-09,3
SME-00151,2022-06-07,2
SME-00151,2022-07-05,5
SME-00151,2023-04-10,1
SME-00152,2022-07-17,5
SME-00152,2022-09-29,3
SME-00152,2022-02-16,4
SME-00152,2022-09-20,4
SME-00152,2022-03-12,2
SME-00152,2022-11-10,3
SME-00152,2022-12-12,1
SME-00152,2023-05-09,1
SME-00152,2023-03-18,3
SME-00152,2022-03-30,3
SME-00154,2023-05-02,3
SME-00154,2023-03-15,2
SME-00154,2022-01-24,3
SME-00154,2022-10-30,3
SME-00154,2022-12-12,3
SME-00154,2023-02-18,3
SME-00154,2022-01-28,3
SME-00154,2023-06-08,1
SME-00154,2023-06-08,1
SME-00154,2022-10-20,4
SME-00156,2022-11-01,2
SME-00156,2022-10-26,3
SME-00156,2023-01-14,3
SME-00156,2022-05-20,2
SME-00156,2023-03-07,3
SME-00156,2023-05-20,4
SME-00157,2022-04-07,3
SME-00157,2023-04-11,3
SME-00157,2022-02-01,2
SME-00157,2022-08-21,4
SME-00157,2022-08-02,3
SME-00157,2022-07-21,3
SME-00158,2022-04-22,3
SME-00158,2022-12-07,2
SME-00158,2023-02-12,4
SME-00158,2022-04-22,4
SME-00158,2022-03-08,2
SME-00158,2022-09-21,2
SME-00158,2023-04-26,4
SME-00158,2022-10-31,5
SME-00161,2023-03-23,2
SME-00161,2022-10-23,3
SME-00161,2023-06-10,4
SME-00161,2023-03-16,4
SME-00161,2022-04-03,4
SME-00161,2022-04-26,3
SME-00161,2022-06-26,4
SME-00161,2022-02-06,2
SME-00161,2022-04-29,3
SME-00161,2022-02-21,3
SME-00161,2022-10-28,3
SME-00161,2023-03-10,3
SME-00161,2022-11-08,3
SME-00161,2022-09-21,3
SME-00162,2023-06-03,3
SME-00162,2022-12-31,3
SME-00162,2022-04-04,5
SME-00162,2023-04-18,3
SME-00162,2023-01-09,3
SME-00162,2023-04-04,3
SME-00166,2023-02-09,4
SME-00166,2022-11-24,4
SME-00166,2023-05-17,3
SME-00166,2022-10-12,3
SME-00166,2023-03-27,3
SME-00166,2023-06-12,4
SME-00166,2023-04-11,3
SME-00166,2022-12-19,5
SME-00166,2022-08-16,1
SME-00166,2022-11-27,3
SME-00166,2023-06-22,4
SME-00167,2022-10-01,4
SME-00167,2022-10-17,3
SME-00167,2022-07-15,2
SME-00167,2023-03-22,4
SME-00167,2023-05-23,3
SME-00167,2022-03-30,4
SME-00167,2023-06-25,3
SME-00168,2022-11-17,3
SME-00168,2022-03-15,3
SME-00168,2022-08-06,2
SME-00168,2022-12-11,4
SME-00168,2022-03-31,3
SME-00168,2022-08-09,4
SME-00168,2022-12-21,3
SME-00168,2023-04-16,4
SME-00168,2022-10-22,4
SME-00168,2022-09-10,5
SME-00168,2022-08-11,2
SME-00169,2022-03-15,5
SME-00169,2022-02-13,4
SME-00169,2023-01-17,3
SME-00169,2022-12-17,1
SME-00169,2022-02-13,3
SME-00169,2023-03-01,3
SME-00169,2023-04-12,2
SME-00170,2022-06-04,2
SME-00170,2023-01-19,4
SME-00170,2022-02-15,2
SME-00170,2022-06-09,2
SME-00170,2022-11-28,3
SME-00170,2022-02-19,3
SME-00170,2022-05-17,4
SME-00170,2023-02-21,3
SME-00170,2022-09-20,3
SME-00171,2022-10-23,2
SME-00171,2022-01-01,2
SME-00171,2022-10-17,3
SME-00171,2023-05-07,3
SME-00171,2022-12-18,4
SME-00171,2022-05-24,2
SME-00172,2022-04-29,2
SME-00172,2022-11-09,3
SME-00172,2022-02-12,4
SME-00172,2023-05-28,4
SME-00172,2022-10-24,4
SME-00172,2022-07-31,4
SME-00172,2022-11-29,4
SME-00172,2023-04-02,1
SME-00172,2023-03-09,3
SME-00172,2023-01-11,3
SME-00174,2022-05-11,2
SME-00174,2022-02-02,3
SME-00174,2022-01-20,3
