company_id,review_date,rating,sentiment_score
SME-00009,2022-05-12,3,-0.044967490511676644
SME-00010,2023-06-15,3,0.3099054912094049
SME-00010,2022-05-01,3,0.4187921408765108
SME-00010,2023-02-14,1,0.1902979228009246
SME-00010,2023-04-11,4,-0.03592695119953132
SME-00010,2023-01-03,4,0.2004366879073391
SME-00010,2022-10-27,3,0.620373784584411
SME-00010,2022-12-09,3,0.461038233463883
SME-00010,2022-03-30,3,1.0
SME-00010,2022-04-16,2,0.40793828534023824
SME-00010,2022-06-26,4,0.1891498508693949
SME-00010,2022-01-17,4,0.3060930639635376
SME-00010,2022-07-22,3,0.07050112697746763
SME-00010,2023-05-05,2,-0.14328434701846954
SME-00010,2022-05-30,4,0.0647831796512478
SME-00010,2022-01-09,2,0.21401717258883712
SME-00010,2023-04-02,5,0.46486925180626903
SME-00011,2023-06-02,4,-0.32979848332018397
SME-00011,2022-10-13,4,0.07985146011189401
SME-00011,2023-04-16,3,-0.6765776408072486
SME-00011,2022-09-21,4,-0.08208362270772446
SME-00011,2022-04-10,3,-0.2247658101217988
SME-00011,2022-05-23,5,0.7788621179209311
SME-00011,2022-10-01,3,0.24583325225192326
SME-00011,2022-05-18,4,0.30281983088984304
SME-00011,2022-03-07,1,0.37462183819698686
SME-00011,2022-10-26,1,0.3710890756291413
SME-00011,2022-05-30,2,0.7344162304715307
SME-00012,2023-05-07,3,0.4103916051340166
SME-00012,2023-01-13,3,0.4720990587560281
SME-00012,2023-01-17,3,0.3451481826327765
SME-00012,2023-06-24,3,1.0
SME-00012,2022-11-04,3,0.4786892807422004
SME-00012,2023-04-29,3,0.08552396838397944
SME-00012,2023-03-22,4,0.3823754360350212
SME-00012,2023-06-02,4,0.3613623885679952
SME-00012,2022-03-28,2,-0.18992258102442122
SME-00012,2022-02-26,3,0.17478724732678338
SME-00012,2022-10-20,2,-0.004400255273709963
SME-00012,2022-07-19,2,0.5776683028596598
SME-00013,2023-02-23,5,-0.01718988523001236
SME-00013,2022-01-22,3,0.39673666884402564
SME-00013,2022-01-19,3,-0.09340194902317522
SME-00013,2022-08-13,4,-0.03638580432843558
SME-00013,2022-10-06,4,0.782107897108213
SME-00013,2023-01-27,5,0.3222314837462377
SME-00013,2023-03-24,3,-0.5048683805250165
SME-00013,2023-05-14,2,-0.0867336768425187
SME-00013,2022-02-14,3,-0.6494574792343537
SME-00013,2022-01-04,2,0.6331067407142218
SME-00013,2023-04-01,2,1.0
SME-00013,2022-06-14,3,0.35269310869299636
SME-00014,2022-11-29,4,-0.06510420009133372
SME-00014,2022-05-06,3,0.5046389418867688
SME-00014,2022-11-19,3,-0.43875424555860393
SME-00014,2022-01-04,4,0.6076142480009046
SME-00014,2022-05-19,4,0.40878034386108475
SME-00014,2022-07-22,4,0.5784191829875747
SME-00014,2023-06-03,4,-0.11724339337696155
SME-00014,2022-11-02,4,0.4035376669106753
SME-00015,2022-08-07,4,0.4696725182302769
SME-00015,2022-03-19,3,0.6699840071554983
SME-00015,2023-05-13,3,-0.011326224656268313
SME-00015,2023-06-14,3,0.7121100551619325
SME-00015,2022-09-08,4,0.26892084378868825
SME-00015,2022-02-10,4,-0.18989397356254406
SME-00015,2023-06-19,4,-0.2989820547572994
SME-00015,2022-01-26,2,0.2824744897806539
SME-00015,2022-05-24,1,-0.4302438306278888
SME-00015,2022-06-13,3,0.502363607874116
SME-00015,2023-04-05,3,0.02912034609742542
SME-00016,2022-12-04,2,1.0
SME-00016,2022-03-14,4,0.14899473053651674
SME-00016,2022-07-26,5,0.8504235665465119
SME-00016,2023-01-07,4,0.5446808278199041
SME-00016,2022-09-01,1,-0.35135855733364857
SME-00016,2023-06-03,2,0.6968225152948979
SME-00016,2022-03-18,3,0.30559164384647447
SME-00016,2022-08-26,2,0.1420821826714642
SME-00016,2022-01-22,3,0.4933185472586744
SME-00016,2022-01-31,2,-0.05683486092109963
SME-00016,2022-12-30,3,-0.004596060567588045
SME-00016,2023-05-29,2,0.10126802466180024
SME-00016,2023-05-21,3,0.5804713229100503
SME-00017,2022-04-19,4,0.027983406055765936
SME-00017,2022-09-02,3,0.5835379122134312
SME-00017,2022-07-18,4,0.2310134338763853
SME-00017,2023-05-15,4,0.828036224755218
SME-00017,2022-03-26,4,0.1585806944124418
SME-00017,2022-04-10,5,0.1836984604819767
SME-00017,2023-04-06,3,-0.31610700036349654
SME-00017,2022-05-19,3,0.6238447152874744
SME-00017,2022-02-17,2,0.7156313664393477
SME-00017,2022-02-10,2,-0.12706332581934476
SME-00017,2022-08-01,3,1.0
SME-00017,2023-02-15,4,0.1616266090508578
SME-00018,2023-06-03,4,0.5132137023391113
SME-00018,2022-05-13,3,0.34214548410928614
SME-00018,2023-02-21,4,-0.20366835025221336
SME-00018,2022-04-03,4,0.3274613222059909
SME-00018,2023-04-27,3,0.0982591857542778
SME-00018,2023-02-13,3,-0.06809659840937765
SME-00018,2022-10-28,4,0.004556660641067134
SME-00018,2022-05-20,3,-0.7247543713455566
SME-00018,2022-02-01,3,-0.0030725498845611265
SME-00018,2023-04-22,4,0.13966770220624222
SME-00019,2022-09-19,3,0.3119639808270658
SME-00019,2022-07-19,2,-0.029939807453565392
SME-00019,2022-04-28,1,0.007032460874478064
SME-00019,2022-10-24,2,0.8259462605764787
SME-00019,2022-01-07,3,0.5788278815634396
SME-00019,2023-05-07,3,0.21387368514374971
SME-00019,2022-02-27,3,0.3983776746241727
SME-00020,2022-08-12,5,0.05940172337563954
SME-00020,2022-11-18,3,-0.31721045711002277
SME-00020,2022-11-23,5,0.09959668158016527
SME-00020,2022-04-20,3,-0.5773094463560369
SME-00020,2022-03-14,3,0.49564212517325507
SME-00020,2022-06-27,2,0.16801104913632342
SME-00020,2022-12-06,3,-0.1501791065979235
SME-00020,2022-08-21,2,0.24329266964715585
SME-00020,2022-08-22,3,0.48251930705446955
SME-00020,2022-01-14,3,-0.053160591202015994
SME-00020,2022-07-15,3,0.36137654042478223
SME-00020,2022-02-17,3,0.23391423125858768
SME-00020,2023-03-06,4,-0.4366908191603423
SME-00020,2022-09-09,3,0.49258721049669074
SME-00020,2022-02-13,2,0.7498622786833224
SME-00020,2022-11-12,4,0.6989302644824019
SME-00020,2023-06-03,5,0.6124421680295797
SME-00021,2022-03-10,2,-0.04984896385969739
SME-00021,2022-12-26,3,-0.0049004920069220526
SME-00021,2022-07-29,2,0.14115475159560337
SME-00021,2023-02-21,5,0.45454186823853227
SME-00021,2023-06-21,3,0.23065598040203072
SME-00021,2023-06-13,2,0.4851855511817819
SME-00021,2023-02-10,2,-0.06893492956463299
SME-00021,2023-06-18,4,0.8602332299795978
SME-00021,2023-05-17,3,0.7249747869573759
SME-00021,2023-06-05,3,0.23914701896388943
SME-00021,2022-06-26,2,-0.12347291069836763
SME-00021,2022-10-30,4,0.2563504459552738
SME-00021,2022-12-22,2,0.2890567275204156
SME-00022,2023-06-02,3,0.18057635974562383
SME-00022,2023-06-10,3,0.6955334494348564
SME-00022,2022-07-12,2,0.40403085598037314
SME-00022,2022-05-16,3,0.33621045029269014
SME-00022,2023-05-14,2,-0.26958443715145924
SME-00022,2022-06-16,5,-0.41047126444102505
SME-00022,2022-07-14,5,0.17266057515620103
SME-00022,2022-07-25,3,0.3109075557152327
SME-00022,2022-10-27,4,-0.3494913700100842
SME-00023,2023-06-09,2,0.8854508488995623
SME-00023,2022-05-04,3,-0.02170955753100534
SME-00023,2023-01-12,3,0.17980628652761738
SME-00023,2022-06-23,3,0.4731431232839529
SME-00023,2022-10-18,3,0.3610241741391665
SME-00023,2022-01-08,2,-0.19600367643794753
SME-00023,2022-06-20,3,1.0
SME-00023,2022-12-28,3,0.10894226342928004
SME-00023,2022-08-03,2,1.0
SME-00023,2022-08-10,2,-0.06917682924566365
SME-00023,2022-12-02,5,0.5464189382078749
SME-00023,2022-04-29,3,0.9722931086387567
SME-00023,2023-04-05,4,-0.46914923879335574
SME-00023,2023-03-12,3,-0.007876770923152698
SME-00023,2022-07-16,4,0.5512552411267275
SME-00024,2022-04-14,3,0.17053356132929492
SME-00024,2022-03-04,4,-0.21273214166465443
SME-00024,2022-05-15,3,0.22999858065814466
SME-00024,2022-05-02,3,0.7803896439766855
SME-00024,2022-05-21,3,0.49062448801316616
SME-00024,2022-10-11,4,-0.16504385650437442
SME-00024,2022-11-03,2,0.0037590572815357493
SME-00024,2022-11-03,4,0.24513072908098102
SME-00024,2023-06-04,3,0.22638908047705206
SME-00024,2023-04-20,2,0.23022456625729532
SME-00025,2023-03-05,3,0.4182050611388798
SME-00025,2022-03-21,3,-0.07955714696356792
SME-00025,2023-06-05,1,0.15617908976630077
SME-00025,2023-06-03,3,0.3741746486862162
SME-00025,2023-03-01,3,0.5016761355737127
SME-00025,2022-09-14,4,0.27218611442431484
SME-00025,2023-03-02,4,-0.10602886712291532
SME-00026,2022-08-09,1,0.2648583886088325
SME-00026,2022-12-30,4,0.5669393032333572
SME-00026,2022-02-28,4,0.2199584984196003
SME-00026,2023-05-16,3,0.1189281713088062
SME-00026,2022-07-14,4,0.09692007392252322
SME-00026,2023-06-03,3,0.6042169733857621
SME-00026,2022-08-17,3,-0.53289483456132
SME-00026,2022-03-06,4,0.05642776031072938
SME-00026,2023-05-12,3,0.2437746307353499
SME-00026,2023-01-14,3,0.2700117408802786
SME-00026,2022-10-23,4,0.3490348537704502
SME-00026,2022-11-29,5,0.15394522365685856
SME-00026,2022-12-11,3,0.8489628397701117
SME-00027,2022-05-09,3,0.36333091654234884
SME-00027,2023-01-10,3,0.5707177236706518
SME-00027,2022-09-07,2,0.024591004293980367
SME-00027,2022-09-28,3,0.4532604654140258
SME-00027,2022-11-22,5,0.0987635890963117
SME-00027,2022-02-27,3,0.9656118217468439
SME-00027,2022-02-19,5,0.10793368682557017
SME-00027,2022-07-27,3,0.8639249467585026
SME-00028,2022-03-13,3,0.15062010240049323
SME-00028,2022-12-09,5,0.4905576405814705
SME-00028,2023-02-12,4,0.5732275258535894
SME-00028,2023-06-19,3,0.1298669495925082
SME-00028,2022-08-23,4,0.09062636271539601
SME-00028,2023-03-05,3,0.28088710278804635
SME-00028,2022-10-21,3,0.2118052013657336
SME-00028,2022-11-18,5,0.39002944843178367
SME-00028,2022-03-24,2,0.11605407245981098
SME-00028,2023-04-15,3,0.6590606734344335
SME-00028,2022-08-16,5,0.12123592103536926
SME-00028,2022-07-19,5,0.29675274059514173
SME-00028,2022-01-05,4,0.9844843534031786
SME-00029,2022-07-23,2,0.7407378592847295
SME-00029,2022-01-08,3,0.4872786635366038
SME-00029,2023-03-25,4,0.41728757221719687
SME-00029,2022-03-18,3,0.15531963104706278
SME-00029,2022-07-15,4,0.2882788710518381
SME-00029,2023-04-10,3,-0.6162428657567289
SME-00029,2022-03-17,4,-0.09812437039753524
SME-00029,2023-04-17,5,-0.043637289138036606
SME-00029,2023-05-30,3,-0.022244543766525293
SME-00030,2022-06-14,2,0.19957425760397107
SME-00030,2023-05-24,2,0.2937735648242954
SME-00030,2023-06-17,3,0.8640658433210149
SME-00030,2023-03-18,4,-0.14502547110296465
SME-00030,2022-03-21,3,0.06545479872700899
SME-00030,2022-05-27,3,0.47527511417339596
SME-00030,2023-02-25,2,0.4697893915276439
SME-00030,2022-03-13,4,0.29710213017469495
SME-00030,2022-01-19,4,-0.017101666154303363
SME-00030,2022-05-14,2,-0.08660811877511077
SME-00031,2022-04-24,3,-0.2059512443862494
SME-00031,2022-01-21,4,0.4981157590948246
SME-00031,2022-12-29,4,0.3215458855122915
SME-00031,2022-02-18,3,-0.10535630920849048
SME-00031,2022-05-11,2,0.17281944281937708
SME-00031,2022-05-09,3,0.7288844779847611
SME-00031,2022-05-23,3,1.0
SME-00031,2022-03-25,4,0.22211349719195167
SME-00031,2022-01-28,4,-0.2604484408525544
SME-00031,2023-01-25,3,0.6752093068093684
SME-00031,2023-05-25,3,0.3148721736613893
SME-00031,2022-06-13,3,0.5785328553565383
SME-00031,2022-06-29,3,0.26672631125447205
SME-00032,2022-05-08,4,0.30867177845266897
SME-00032,2022-09-08,2,-0.15494958182689011
SME-00032,2022-04-24,3,-0.31024328160218945
SME-00032,2023-05-02,1,-0.3611813148171748
SME-00032,2022-05-01,4,0.9784377295179008
SME-00032,2023-04-15,3,0.8534037237464402
SME-00032,2022-08-12,3,0.53329072660262
SME-00032,2022-09-29,3,0.38378826011898265
SME-00033,2022-12-20,3,0.601789327498609
SME-00033,2022-05-30,4,0.7437709515299837
SME-00033,2022-05-01,5,0.5179800140936716
SME-00033,2022-10-16,4,-0.15594191891334808
SME-00033,2022-01-22,5,-0.08732951276774342
SME-00033,2023-03-24,4,0.41061614763513127
SME-00033,2022-03-06,3,0.45273281999545534
SME-00033,2022-08-11,4,0.05651767402588781
SME-00033,2022-08-19,4,0.4992802106952864
SME-00033,2022-01-20,4,0.420007224606234
SME-00033,2022-12-04,3,0.7121184349042096
SME-00033,2022-05-17,5,0.6912197408507854
SME-00033,2022-06-29,5,0.4430762280390138
SME-00033,2023-06-22,3,-0.2825408687889525
SME-00033,2022-12-03,3,0.6672685561864484
SME-00033,2023-05-06,3,0.4295218609872329
SME-00033,2023-06-02,4,0.4806666445057562
SME-00033,2022-02-05,4,0.5707230839227758
SME-00033,2022-07-08,4,0.06906465080765051
SME-00034,2022-06-13,2,-0.005917693747458153
SME-00034,2023-02-15,3,-0.16105482626250472
SME-00034,2022-03-29,3,0.3377926085842231
SME-00034,2022-11-19,3,0.42499227411736545
SME-00034,2022-08-28,4,0.46033927676057723
SME-00034,2023-04-19,4,0.3373472200667339
SME-00034,2022-07-22,3,-0.16037122853023578
SME-00034,2023-04-10,4,-0.3942139923621835
SME-00034,2022-06-11,5,0.8678585897848172
SME-00034,2022-01-21,3,0.16044903750461978
SME-00034,2022-02-15,3,0.28374502415971764
SME-00034,2022-07-24,3,0.15605318069300408
SME-00035,2023-05-18,4,0.40915859754584555
SME-00035,2022-01-04,3,0.03177107559142711
SME-00035,2023-02-13,5,-0.050557454429695003
SME-00035,2023-06-09,3,-0.13055223336588562
SME-00035,2022-03-31,3,0.03331014822892997
SME-00035,2022-03-20,1,-0.2599456484134299
SME-00035,2022-09-18,2,-0.13655120575815222
SME-00035,2022-09-06,4,0.1191120191793994
SME-00035,2023-01-24,5,-0.36422533060365053
SME-00035,2022-05-17,4,0.38928061025513605
SME-00036,2022-07-01,3,0.06473630456209858
SME-00036,2023-03-28,4,0.8340201893254364
SME-00036,2023-03-13,5,-0.31295572607575256
SME-00036,2023-05-10,3,0.32775830635279796
SME-00036,2022-04-27,4,0.5523961547787163
SME-00036,2022-10-14,3,0.6181234393461119
SME-00036,2022-08-25,3,0.7427994449763367
SME-00036,2022-06-15,5,0.7827152457155737
SME-00036,2023-05-04,4,0.40222321077747014
SME-00036,2022-08-02,1,0.167505665407623
SME-00036,2022-05-01,2,0.03686504487970643
SME-00036,2022-05-22,2,0.491239035293941
SME-00037,2022-07-07,3,0.6684791843257538
SME-00037,2023-04-02,4,1.0
SME-00037,2023-04-21,4,0.21530405412471287
SME-00037,2022-07-14,2,-0.0758714467047008
SME-00037,2022-07-12,4,0.2761952748829548
SME-00037,2022-11-06,3,-0.31556213294898533
SME-00037,2022-08-17,2,0.9118961008830433
SME-00037,2022-11-09,4,0.44415832413027745
SME-00037,2023-06-04,5,-0.07428313941675296
SME-00037,2022-04-10,3,0.7759861818759721
SME-00037,2022-10-13,3,0.5005033643219826
SME-00038,2022-08-28,2,0.013040488268457162
SME-00038,2023-06-14,3,-0.3505807232453311
SME-00038,2022-03-10,5,0.05324557249792761
SME-00038,2023-05-08,4,0.39088797496600086
SME-00038,2023-04-24,3,0.8691148715209687
SME-00038,2023-01-02,4,0.6157600819653847
SME-00038,2022-01-08,4,0.7702173087313635
SME-00038,2023-02-07,3,-0.0296540502096877
SME-00038,2022-03-08,4,0.1856157225170736
SME-00039,2023-06-03,4,0.29311333077102913
SME-00039,2022-08-14,2,0.4413676916337246
SME-00039,2023-02-22,4,0.07663096590886453
SME-00039,2022-04-19,4,0.6729696659177811
SME-00039,2022-09-21,3,0.2673238186619959
SME-00039,2023-01-10,4,-0.3281647527613342
SME-00039,2022-05-07,4,0.5274411151446325
SME-00039,2022-11-23,3,1.0
SME-00039,2022-10-06,2,0.02393001627271335
SME-00039,2022-12-08,3,0.24255053096985968
SME-00039,2023-04-18,4,0.4268328638237491
SME-00039,2023-06-12,4,0.3915196139238249
SME-00039,2023-03-31,3,0.4568763653612304
SME-00039,2023-01-04,4,-0.09438633879089148
SME-00040,2022-10-19,2,0.2049763913316634
SME-00040,2022-06-25,2,0.25900021208536017
SME-00040,2022-01-18,3,-0.35074222019483164
SME-00040,2023-06-09,4,-0.015519010500057051
SME-00040,2022-11-13,3,-0.7398346799221236
SME-00040,2022-06-12,3,-0.009952714876742264
SME-00040,2022-12-27,4,0.7025818286168322
SME-00040,2022-10-22,4,1.0
SME-00040,2023-03-04,4,0.1670077797981367
SME-00040,2022-05-20,4,-0.2378287614693136
SME-00040,2022-11-27,4,0.43534902791743546
SME-00040,2023-04-16,2,-0.025987714113211158
SME-00040,2023-02-25,3,0.44562097677454077
SME-00040,2022-07-14,3,-0.37165767757112594
SME-00040,2023-04-10,3,0.02478538707000677
SME-00041,2022-04-27,5,0.6549073037502429
SME-00041,2022-08-03,3,0.25623918022240944
SME-00041,2023-06-18,3,0.3331142176448388
SME-00041,2022-05-30,4,-0.3066357101225537
SME-00041,2022-07-12,3,0.5311539849675474
SME-00041,2022-07-28,3,0.3084049067506697
SME-00041,2022-03-21,3,0.09238735072798693
SME-00041,2022-12-01,4,-0.22658817716105678
SME-00041,2022-05-09,3,0.1751293407073376
SME-00041,2022-03-23,3,0.17046556463795076
SME-00041,2022-04-10,3,0.4040365448751453
SME-00041,2022-03-14,3,0.0618899930800037
SME-00041,2023-06-12,5,0.10515568381740911
SME-00041,2022-03-31,4,-0.1930016247036136
SME-00041,2023-03-02,3,1.0
SME-00041,2022-07-18,3,0.6366911020407984
SME-00041,2023-06-28,2,0.51636477560403
SME-00042,2022-09-15,1,0.5031784479237269
SME-00042,2022-01-10,4,0.10240685239977498
SME-00042,2022-03-25,4,0.45004974730149105
SME-00042,2022-12-29,4,0.4506185685613691
SME-00043,2022-10-10,3,0.6219115831274957
SME-00043,2022-09-10,3,-0.03280958362190778
SME-00043,2022-03-03,3,0.20098390483142436
SME-00043,2022-12-24,3,0.1790606000187553
SME-00043,2023-02-25,3,0.8211712016777111
SME-00043,2022-09-11,2,0.5024913305487505
SME-00043,2022-09-17,2,0.19824302001460137
SME-00043,2022-11-16,4,0.045701618730748794
SME-00043,2023-04-14,2,-0.24517184330221048
SME-00043,2022-02-14,5,0.43800728130930844
SME-00044,2022-04-23,4,0.08422805927063004
SME-00044,2023-06-03,4,0.05731309809931412
SME-00044,2023-06-15,2,0.26459644452518705
SME-00044,2022-08-13,2,0.3571559681180332
SME-00044,2023-06-01,4,0.08141949600054318
SME-00044,2022-08-22,3,0.8183071796888028
SME-00044,2022-07-04,3,-0.2043529525217453
SME-00044,2022-07-22,5,0.7702973561953115
SME-00044,2023-03-24,2,-0.5847542304161535
SME-00044,2022-09-26,5,0.25273388190258933
SME-00044,2022-11-22,4,0.32732180124668364
SME-00044,2022-06-08,4,0.19178236567585877
SME-00044,2022-08-13,3,0.6420014460014023
SME-00044,2022-06-09,3,0.6852457899591734
SME-00045,2022-04-27,5,0.17325777074056944
SME-00045,2022-12-15,3,0.2334822201663912
SME-00045,2022-06-25,3,0.5787804884931779
SME-00045,2023-06-05,5,0.53435440518393
SME-00045,2022-02-08,3,0.046310107825436764
SME-00045,2023-01-19,3,0.9387603408037382
SME-00045,2023-01-18,4,0.9869340273607294
SME-00045,2022-11-30,4,0.6366839629971777
SME-00045,2023-02-23,3,1.0
SME-00045,2022-09-24,4,0.004743532839596221
SME-00045,2022-04-17,3,0.2903316768818253
SME-00045,2023-02-01,2,-0.03358425622552835
SME-00045,2023-03-28,3,0.8388965489708204
SME-00045,2022-08-04,4,0.3977122551787198
SME-00045,2022-02-19,1,-0.11159292386861824
SME-00045,2022-10-20,4,0.3985455176594358
SME-00045,2023-05-03,3,0.6566491052351704
SME-00046,2022-04-07,3,1.0
SME-00046,2022-03-29,3,-0.07260406103166706
SME-00046,2023-02-22,3,-0.12451664232414134
SME-00046,2023-01-03,3,0.5335616258487739
SME-00046,2022-09-24,3,0.7793551614219347
SME-00046,2022-01-29,4,0.8235492732142213
SME-00046,2023-06-29,4,0.9695565396690113
SME-00046,2022-05-10,3,0.4894904080701772
SME-00046,2022-04-13,4,0.9407096333902842
SME-00046,2022-11-24,3,0.0439638765959669
SME-00046,2022-07-13,4,0.3590722279968306
SME-00046,2022-11-13,1,0.9369086466456471
SME-00046,2022-01-15,3,-0.41030538608948036
SME-00046,2022-07-16,4,0.09723122158069514
SME-00046,2022-07-20,3,-0.09363495073633626
SME-00047,2023-05-27,3,-0.27590494147742745
SME-00047,2022-05-12,3,-0.32130773812440333
SME-00047,2022-07-19,4,-0.03561071130243537
SME-00047,2022-09-06,3,0.410335053725278
SME-00047,2023-01-15,3,0.60460459365973
SME-00047,2022-05-16,4,0.10955643446409308
SME-00047,2022-02-06,3,0.16842390505321195
SME-00047,2022-09-15,2,0.24994456897529552
SME-00047,2022-01-09,3,0.9687827779503515
SME-00047,2022-05-09,4,0.0973914809155908
SME-00047,2022-06-17,2,0.4753615642143101
SME-00047,2022-07-15,2,0.12064302123788428
SME-00047,2022-09-29,3,0.053079612582763225
SME-00047,2022-12-14,5,0.3974295305728681
SME-00047,2022-06-15,3,0.29885309612060307
SME-00047,2022-06-20,4,0.23501485680497308
SME-00047,2022-10-18,3,0.7132050713762431
SME-00048,2022-09-18,3,-0.047762023594040526
SME-00048,2022-02-13,4,0.4406034425028183
SME-00048,2023-02-12,2,0.28373578837136504
SME-00048,2023-03-23,4,0.1324619143669214
SME-00048,2023-02-11,2,0.019529751107431437
SME-00048,2022-08-18,3,1.0
SME-00048,2022-04-18,3,0.19743135337182888
SME-00048,2023-03-19,4,0.5816428188297504
SME-00048,2022-02-02,4,0.28829121429963006
SME-00048,2022-03-17,3,1.0
SME-00048,2022-10-12,4,0.042569719012659046
SME-00048,2022-01-12,2,0.2596629657317465
SME-00048,2022-03-06,4,0.49236876149165776
SME-00049,2022-06-29,4,-0.27916261187980024
SME-00049,2022-08-21,2,0.652817237678604
SME-00049,2022-09-17,2,-0.04238036070346013
SME-00049,2022-12-20,4,0.10330911392531622
SME-00049,2022-10-07,5,0.35769243806111967
