company_id,defaulted,n_transactions,total_volume,total_inflow,total_outflow,mean_txn,median_txn,std_txn,cv_txn,skewness,kurtosis,max_daily_volume,min_daily_volume,active_days,active_days_ratio,top_5_concentration,days_since_last_txn,mean_daily_inflow,mean_daily_outflow,cv_daily_net
SME-00028,0,3129,-203116.24,568205.29,-771321.53,-64.91410674336849,-152.58,565.5864589856202,8.712843592250454,-0.31466270379892697,11.026594229226948,3894.03,-7218.610000000001,542,0.9944954128440368,0.017076343421029823,0,1246.0642324561404,1458.0747258979206,3.6473797536121317
SME-00029,0,3193,-254340.41,534942.78,-789283.19,-79.65562480425932,-157.69,535.9069958861496,6.727798535295574,-0.24102620309054676,4.559705307577628,3461.32,-6339.08,545,1.0,0.012975542233173393,0,1128.5712658227849,1480.8315009380865,2.734093151045626
SME-00030,0,1474,-157631.06,433531.52,-591162.5800000001,-106.94101763907734,-246.68,915.1982448057369,8.557972095370392,-0.813928810909064,8.796260790369292,4934.709999999999,-9578.98,515,0.944954128440367,0.02878063804602759,0,1290.272380952381,1299.2584175824177,5.102857519703334
SME-00031,0,1562,-382863.0,810890.1,-1193753.1,-245.11075544174136,-478.61,1618.1210963351718,6.60159156793824,0.002795447547949727,2.199173547696722,11684.970000000001,-13551.35,503,0.9229357798165138,0.018947950438262532,0,2406.2020771513357,2670.588590604027,3.884387014708568
SME-00032,1,2751,-384944.32999999996,578197.12,-963141.45,-139.92887313704105,-141.47,857.7007199702548,6.129547824845663,-0.8879628916997777,10.201534678480884,8354.720000000001,-11800.13,538,0.9871559633027523,0.020928802164471887,0,1299.3193707865169,1845.0985632183908,2.9858721053871546
SME-00033,0,4646,-208968.24,512407.41,-721375.6499999999,-44.97809728798967,-95.23,342.73203377052783,7.619976264804031,-0.13803495331495058,3.296785265521649,2977.11,-3786.39,546,1.001834862385321,0.00850255635703087,0,1014.6681386138613,1326.058180147059,2.648756060430938
SME-00034,1,1090,-166135.71000000002,341684.70999999996,-507820.42000000004,-152.41808256880736,-202.465,1247.1333397466794,8.182318782180426,-1.4013718429736444,12.235502586746861,6595.030000000001,-8469.58,483,0.8862385321100917,0.048389878469597934,0,1260.8291881918817,1244.6578921568628,5.264626835406972
SME-00035,0,1490,-220713.23,872658.3200000001,-1093371.55,-148.1296845637584,-424.47,1691.1844093408074,11.416917644301627,0.03632993060001644,3.0679989654945707,13089.02,-9768.039999999999,494,0.9064220183486239,0.02155101539733982,0,2500.4536389684818,2554.606425233645,6.748731872336155
SME-00036,0,818,-323565.56999999995,584323.2,-907888.77,-395.55693154034225,-669.51,2427.293971826267,6.136395998356335,-0.7889787530812244,7.294963572244031,12776.69,-19099.11,422,0.7743119266055046,0.04687259009187549,0,2574.1110132158587,2686.061449704142,4.34770321144642
SME-00037,0,1517,-289820.37,844061.18,-1133881.55,-191.04836519446275,-448.39,1687.4241024910643,8.832444605184048,-0.20022964502119991,2.8864700227959634,13393.08,-13863.27,503,0.9229357798165138,0.02087986642565733,0,2527.1292814371254,2548.048426966292,5.253609811680931
SME-00038,0,3191,-187680.28000000003,576415.8099999999,-764096.0900000001,-58.81550611093702,-144.23,546.927232791142,9.299031309184608,0.0071036616895320676,3.579142241685064,3949.9300000000003,-5081.53,543,0.9963302752293578,0.011870047554221637,0,1231.6577136752137,1444.4160491493385,3.852551812573896
SME-00039,0,1477,-124838.26000000001,434723.2,-559561.46,-84.52150304671632,-241.23,864.3499706329059,10.226391385339735,0.2001791047161618,2.846611150240107,4126.77,-8423.08,511,0.9376146788990826,0.022402286685183296,0,1286.1633136094674,1249.0211160714284,6.174526852496996
SME-00040,0,3241,-260218.6,565710.74,-825929.34,-80.28960197469917,-157.74,569.1117460085796,7.0882372313655,-1.0701373494112483,10.66948292256317,3356.92,-7820.67,542,0.9944954128440368,0.017364791620546025,0,1211.3720342612419,1582.2401149425289,2.9629245619187343
SME-00041,0,3101,-233374.53,542878.7100000001,-776253.24,-75.2578297323444,-159.83,558.9494487879498,7.427126862093444,-0.2648683041116053,5.629586490206757,4589.75,-7470.8099999999995,543,0.9963302752293578,0.013746198778674109,0,1164.9757725321888,1481.3993129770993,3.1665672017140034
SME-00042,0,1241,-114222.84,298341.64,-412564.48,-92.04096696212731,-195.89,743.8639100993257,8.081878479236405,-0.397865068732257,3.6925147750937093,3824.3500000000004,-5620.6900000000005,496,0.9100917431192661,0.027228039617945614,0,968.6416883116883,994.1312771084337,5.1716338105858535
SME-00043,0,1490,-210220.42,831453.27,-1041673.6900000001,-141.0875302013423,-456.69,1606.891164373591,11.389320956149978,0.10474607888946108,2.966061087772144,7827.260000000001,-11753.03,497,0.9136029411764706,0.021331186221354693,0,2431.1499122807018,2367.4402045454544,6.796724683074431
SME-00044,0,1270,-104514.13999999998,307089.78,-411603.92000000004,-82.29459842519684,-217.36,728.9343568215742,8.857620922522056,0.040154378212220815,3.656008368630233,3935.97,-5059.84,496,0.9100917431192661,0.02644753947335283,0,997.0447402597401,973.0589125295508,5.39455318986082
SME-00045,0,804,-232969.7,657268.8099999999,-890238.51,-289.76330845771145,-644.0,2402.8865818033237,8.292584021741334,0.06490980396471446,1.3659981320820291,10066.47,-14209.16,422,0.7743119266055046,0.029719652634664116,0,2882.7579385964914,2705.8921276595743,6.039237079577132
SME-00046,0,3285,-302876.73,562258.36,-865135.0900000001,-92.19991780821917,-163.06,556.1254314977969,6.031734568945798,-0.19875127138570128,2.9323686878987534,4648.21,-5458.29,541,0.9926605504587156,0.011196219234437426,0,1241.1884326710815,1638.5134280303032,2.5800340005153366
SME-00047,0,4760,-212479.19,536865.3700000001,-749344.5599999999,-44.63848529411765,-96.905,348.3437546991516,7.803664313516827,0.05302560727612863,4.593990877179623,4384.67,-4276.55,546,1.001834862385321,0.009318813142734795,0,1050.6171624266146,1382.5545387453874,2.77356784075592
SME-00048,1,1483,-520173.23,917260.8,-1437434.03,-350.75740391099123,-431.9,2687.381043492583,7.661651653045468,-4.625347920179451,77.54139713438457,19202.51,-33665.9,489,0.8972477064220183,0.05146546739562001,0,2866.4399999999996,3281.8128538812784,3.9396216571790545
SME-00049,0,1283,-167597.76,279639.67000000004,-447237.43000000005,-130.6295869056898,-219.11,730.1487751428834,5.589459420629008,-0.5158598954696781,4.557252064732637,2992.92,-4929.27,491,0.9009174311926605,0.025805394061802194,0,929.0354485049834,1040.087046511628,3.2648666711086722
SME-00050,0,1299,-108854.52,319526.22,-428380.74,-83.7987066974596,-195.49,737.4345433747125,8.800070698430817,-0.031022026516567755,2.196351667816593,3935.41,-4622.08,490,0.8990825688073395,0.02173310434228343,0,1030.7297419354838,1000.8895794392523,5.386068019187285
SME-00051,0,4653,-245704.84,528592.97,-774297.81,-52.805682355469585,-100.83,370.8028194337134,7.022024958177742,-1.0544035537982928,9.618118169146245,4133.2,-6808.54,544,0.998165137614679,0.012636063016732686,0,1028.3909922178989,1433.8848333333333,2.5311572983142208
SME-00052,0,1264,-114235.20999999999,307608.94999999995,-421844.16000000003,-90.37595727848101,-204.86,758.1156324848649,8.388465863203379,0.011972643668607485,5.578974819590636,4852.87,-5483.63,487,0.8935779816513761,0.02953911595496522,0,995.4982200647249,1004.3908571428573,5.3453131264457285
SME-00053,0,1563,-429803.62,816247.8300000001,-1246051.4500000002,-274.98632117722326,-502.75,1680.9931341418692,6.113006374082521,-0.5882632041088044,5.279830905844198,8133.9,-12215.09,505,0.926605504587156,0.022916911458166246,0,2400.7289117647056,2787.5871364653244,3.359919994011919
SME-00054,0,1464,-178923.58000000002,409311.55999999994,-588235.14,-122.21556010928963,-244.875,856.2557232557914,7.006110535271419,-0.10894490189787316,1.969353806094916,5195.67,-6416.869999999999,518,0.9504587155963303,0.020279591922864364,0,1186.4103188405797,1301.4051769911503,4.225801340929186
SME-00055,0,1267,-126381.57999999999,312882.32,-439263.89999999997,-99.74868192580898,-214.08,759.173054718529,7.610858008962828,-0.2529806005792113,2.848664633434108,4332.56,-5514.5199999999995,502,0.9211009174311927,0.025425521649234645,0,1006.0524758842444,1009.8020689655173,4.68649554005834
SME-00056,0,1456,-160307.02,427902.01,-588209.03,-110.10097527472527,-245.60500000000002,900.1484694544444,8.175662996702647,0.24702519294469197,2.7879661272605434,5409.849999999999,-5263.280000000001,516,0.9467889908256881,0.021928558122939007,0,1284.991021021021,1287.1094748358862,4.751582190039292
SME-00057,0,839,-334705.1,613762.5299999999,-948467.63,-398.9333730631704,-735.64,2576.2084725697264,6.457741183166915,-2.24077361631503,29.76039948754982,14814.12,-37795.76,431,0.7908256880733945,0.04754039571224256,0,2868.049205607477,2749.181536231884,5.0255663496565814
SME-00058,0,1528,-388272.11,795292.4299999999,-1183564.54,-254.1047840314136,-473.845,1630.384523970036,6.416189802111244,-0.3131867560711601,2.8802022007442476,8994.81,-12309.98,498,0.9137614678899083,0.019232749297691788,0,2345.9953687315638,2665.685900900901,3.714368596139602
SME-00059,0,1245,-103045.89,294569.74,-397615.63,-82.76778313253013,-194.56,706.5172900547925,8.536138861222089,-0.16926955845369887,2.185484441385527,3905.99,-6451.969999999999,486,0.8917431192660551,0.023175468155300655,0,991.8173063973063,960.4242270531402,5.465445486669462
SME-00060,0,1528,-195291.17,421845.5,-617136.6699999999,-127.80835732984293,-241.365,856.2279849073827,6.699311397122977,-0.2045295262079884,2.2560510663212687,5469.66,-5951.95,509,0.9339449541284404,0.02004279823204281,0,1233.4663742690059,1335.7936580086578,3.810432467905917
SME-00061,0,1454,-134613.28000000003,406656.39,-541269.6699999999,-92.58134800550208,-244.8,828.8507812659656,8.952675664397404,0.021397071881093136,2.7952170462916515,4557.49,-7198.6,504,0.9247706422018349,0.021488669696452908,0,1203.1254142011835,1216.3363370786517,5.139331832308243
SME-00062,0,1256,-112808.4,325987.11,-438795.51,-89.8156050955414,-208.70999999999998,788.4890554863681,8.778976155063615,-0.21406459496969957,3.262561558237704,4488.99,-7232.67,487,0.8968692449355433,0.02594020768934315,1,1038.17550955414,1080.777118226601,5.619711384584389
SME-00063,0,4712,-257332.2,519806.01,-777138.21,-54.61209677419355,-100.95,357.6927720167426,6.5496985676215065,-0.5521907126568107,6.103173471269265,3134.7000000000003,-5264.54,546,1.001834862385321,0.010722481187355921,0,1025.258402366864,1433.834335793358,2.3518190272613673
SME-00064,1,1217,-105397.88000000002,384940.04000000004,-490337.92000000004,-86.60466721446181,-167.52,1107.87488083245,12.792323052162825,0.48816659348091385,11.958845646040112,9829.970000000001,-6832.95,481,0.8825688073394495,0.040200441011904384,0,1300.4731081081081,1207.7288669950738,8.289128801172254
SME-00065,0,3365,-209062.60000000003,607307.1399999999,-816369.74,-62.128558692422004,-147.62,551.4631156233005,8.876161418026973,-0.23202273528275877,5.1593898449054745,4613.700000000001,-7181.55,542,0.9944954128440368,0.013198943007348692,0,1278.5413473684212,1546.1548106060607,3.47170106316403
SME-00066,0,4621,-280906.27,501629.24,-782535.51,-60.789065137416145,-109.42,353.3848700022189,5.813296671093363,-0.15802885661592714,2.8288190343885073,3253.38,-5292.3,546,1.001834862385321,0.00819154240139359,0,1003.25848,1435.8449724770642,2.0613557510731066
SME-00067,1,1197,-113441.94,396977.46,-510419.4,-94.77187969924812,-188.79,1220.932364077031,12.882854787217198,0.7604083944737365,17.995363389742046,12454.72,-8796.92,480,0.8807339449541285,0.04792369460039788,0,1498.028150943396,1229.926265060241,7.803501600866356
SME-00068,0,3136,-252332.15999999997,535007.07,-787339.23,-80.46306122448979,-161.79,539.5314837449521,6.705331310222881,-0.1274079612824516,4.413000981324513,4722.150000000001,-7265.84,540,0.9908256880733946,0.013049267049032469,0,1183.6439601769912,1494.0023339658446,3.110613749254572
SME-00069,1,2861,-346183.6,649133.07,-995316.6699999999,-121.00090877315623,-145.93,879.3444625688913,7.267255027128952,-1.2130468358263904,18.95746638410837,7037.459999999999,-15468.65,544,0.998165137614679,0.02192686047066419,0,1429.8085242290751,1874.41934086629,3.2938769787412543
SME-00070,0,4646,-204564.96000000002,532418.25,-736983.21,-44.03034007748602,-95.285,354.11046650229366,8.042419519792912,-0.537431153461073,6.516636546420093,2651.1099999999997,-5035.280000000001,545,1.0,0.009986194595994874,0,1066.9704408817636,1357.2434806629833,2.7247770113933973
SME-00071,0,4643,-199899.8,536363.3400000001,-736263.1399999999,-43.054016799483094,-96.69,353.97326053868335,8.221608269148376,-0.19678566848490006,4.126300128819735,3595.93,-3937.52,545,1.0,0.009225982787974048,0,1062.1056237623764,1363.4502592592594,2.9197035702699874
SME-00072,0,1299,-144721.88999999998,310436.24999999994,-455158.13999999996,-111.41023094688221,-223.73,739.0569463289347,6.63365419896939,-0.039501184136744846,1.2954954620613277,3729.6799999999994,-4282.96,502,0.9211009174311927,0.019598040680522753,0,988.6504777070064,1041.5518077803204,4.077489178362662
SME-00073,1,1155,-172885.35,328594.06,-501479.41000000003,-149.68428571428572,-215.93,1061.972824418808,7.0947515923340125,-0.20112261120044644,6.931269086469783,4479.73,-11765.380000000001,490,0.8990825688073395,0.036307400596720676,0,1199.248394160584,1179.9515529411765,4.5801516535672455
SME-00074,0,1469,-216727.50999999998,395560.19999999995,-612287.71,-147.5340435670524,-255.87,877.735553138246,5.949376373862661,-0.22659854814007166,2.9404844321455554,4099.7,-7527.179999999999,511,0.9376146788990826,0.022392942204940425,0,1187.8684684684683,1375.927438202247,3.6147005331218662
SME-00075,0,793,-279307.47,606359.15,-885666.62,-352.2162295081967,-642.66,2607.6871704410523,7.403654210035108,-1.7413284661553794,12.226998989923304,9543.220000000001,-20531.32,425,0.7798165137614679,0.05612518341422481,0,2694.929555555555,2643.7809552238805,5.314012569502415
SME-00076,0,823,-293701.88,626569.6499999999,-920271.53,-356.8674119076549,-684.84,2378.7358982041987,6.665601337730816,0.01721616774156063,2.1415322568592163,10094.84,-18566.73,428,0.7853211009174312,0.03152675958626858,0,2784.754,2722.6968343195267,4.629519206930303
SME-00077,0,1297,-175544.32,281270.67,-456814.99,-135.3464302235929,-233.02,725.306817690026,5.358891375944057,-0.14973001038901187,3.519253363736901,3300.17,-8011.710000000001,504,0.9247706422018349,0.02415955351307056,0,947.0392929292931,1050.1494022988506,3.5610731972585
SME-00078,0,1520,-295260.66000000003,843986.03,-1139246.69,-194.25043421052635,-472.46500000000003,1679.2106425372833,8.644565709013419,-0.09600354896659533,3.1503478321858784,8508.99,-10822.619999999999,503,0.9229357798165138,0.021793428256871434,0,2519.3612835820895,2537.297750556793,4.9810794105304215
SME-00079,0,3115,-281364.76,541893.2799999999,-823258.04,-90.32576565008026,-160.63,574.4034092365167,6.359242073427211,-0.5426884352111028,6.356894288421644,3254.87,-10959.17,545,1.0,0.01505474133079987,0,1183.1731004366814,1568.1105523809524,2.748109352052019
SME-00080,0,1296,-97170.46,319589.5,-416759.95999999996,-74.97720679012346,-213.99,726.6871611938176,9.692107672508575,-0.07933134156003988,4.546652820254881,4622.28,-7440.42,503,0.9229357798165138,0.026064091905492807,0,1017.8009554140127,976.0186416861826,6.0665831247374715
SME-00081,1,4307,-259491.78999999998,596326.52,-855818.3099999999,-60.2488483863478,-94.93,536.9534547322351,8.912260883212284,-1.6890635372856304,29.47870365689873,5313.66,-8305.6,545,1.0,0.01929953501952006,0,1214.5142973523423,1593.702625698324,3.175501932928417
SME-00082,0,1241,-171082.49,267338.32,-438420.81,-137.8585737308622,-225.49,742.2068306120863,5.383827864497408,-0.7435773194159436,10.205712831705036,4101.7300000000005,-8272.46,496,0.9100917431192661,0.029178892804404808,0,900.1290235690236,1024.3476869158876,3.487534765897653
SME-00083,0,831,-312428.23,621899.78,-934328.01,-375.9665824308062,-701.35,2538.78826586159,6.752696607892895,-1.7112638722490936,16.818246178311306,14700.130000000001,-26594.03,408,0.7486238532110092,0.048125024165003506,0,2852.751284403669,2797.3892514970057,4.731152639505594
SME-00084,0,1250,-149145.24,293073.20999999996,-442218.45,-119.31619199999999,-223.25,754.3867644782184,6.32258498895287,-0.4592520439352928,4.134586901050046,3600.38,-6740.85,485,0.8899082568807339,0.02879095623089211,0,980.1779598662206,1035.6403981264637,3.966989582913929
SME-00085,0,4662,-241994.22999999998,519174.92,-761169.15,-51.90781424281424,-102.555,358.08255501737636,6.898432543168524,-0.39726138021553503,5.222804836344677,3448.73,-4362.28,546,1.001834862385321,0.010268263280197799,0,1026.037391304348,1409.5724999999998,2.430252184782835
SME-00086,0,1255,-124300.61,289085.2,-413385.81000000006,-99.04431075697211,-208.39,716.5473814005663,7.234614244111198,-0.12372945664521852,2.169254402247639,3113.4700000000003,-4409.06,498,0.9137614678899083,0.022944235093772768,0,966.8401337792643,974.966533018868,4.410001263191755
SME-00087,1,4430,-232738.07999999996,625701.75,-858439.8300000001,-52.536812641083515,-91.41499999999999,529.0374855550162,10.069843581285548,-1.4670364408388774,28.481940723069794,5216.84,-12012.779999999999,542,0.9944954128440368,0.019809936192206137,0,1274.341649694501,1601.5668470149255,3.586221995983488
SME-00088,0,1496,-196441.56000000003,417099.07,-613540.63,-131.31120320855618,-244.26999999999998,910.6731029558559,6.935227769632659,-0.4686703476498892,4.761525505740797,5504.16,-7337.72,506,0.9284403669724771,0.025835245818689113,0,1260.1180362537764,1384.9675620767491,4.3036116638500355
SME-00089,0,813,-265033.57,586820.86,-851854.4299999999,-325.9945510455105,-705.12,2242.32977362962,6.8784271590986785,0.3423791326900688,2.1980885752254498,11179.47,-13584.81,423,0.7761467889908257,0.03164376306205968,0,2742.1535514018688,2490.8024269005846,5.040233753001673
SME-00090,0,1530,-161139.73,435910.77,-597050.5,-105.32008496732027,-245.125,853.901023766109,8.107675036827644,-0.3658894123440683,4.17201046405419,3734.4700000000003,-6815.700000000001,513,0.9412844036697248,0.023038811513233216,0,1245.459342857143,1309.3212719298247,4.748029737108478
SME-00091,0,1287,-127233.14,296818.29,-424051.43,-98.86024864024864,-208.63,730.8048747872762,7.392302617472338,-0.6552246115857783,6.954261100807635,4130.91,-7391.320000000001,492,0.9027522935779817,0.029085505214451236,0,966.8348208469055,972.5950229357798,4.474185015365424
SME-00092,0,1478,-170721.79000000004,434165.58,-604887.37,-115.50865358592695,-260.12,893.302000222491,7.73363702623339,-0.03775886309502661,2.605934719997962,6264.16,-6742.93,503,0.9246323529411765,0.021646461809285082,0,1344.1658823529413,1329.4227912087908,4.295793414467608
SME-00093,0,3160,-228763.43,552723.48,-781486.91,-72.39349050632912,-155.59,542.2045965657293,7.489687163493328,-0.22251188219561688,3.202228755736785,4040.76,-5774.8,541,0.9926605504587156,0.011708565693301186,0,1196.3711688311687,1477.2909451795842,3.0911600440831966
SME-00094,0,3158,-259421.83,528613.3500000001,-788035.1799999999,-82.14750791640279,-155.70499999999998,527.0131734045502,6.415449315161988,-0.113451107160136,2.1551825188956046,4757.92,-5680.860000000001,545,1.0,0.01028784804096504,0,1124.7092553191492,1492.4908712121212,2.6536770766266664
SME-00095,0,1333,-154261.52000000002,312037.62,-466299.14,-115.72507126781697,-201.31,740.0127457670486,6.394575848257398,-0.33814541383732666,2.996627190369666,5036.28,-5579.29,497,0.9119266055045872,0.022641086616543717,0,978.1743573667711,1104.9742654028437,3.993724833611424
SME-00096,1,4210,-222033.29000000004,593216.63,-815249.92,-52.739498812351556,-88.78999999999999,515.6359137384703,9.777034771853174,-0.6725663178662434,16.20496883147969,6202.4,-8785.36,545,1.0,0.01653417328228349,0,1188.810881763527,1512.5230426716141,3.584365381413519
SME-00097,0,3162,-250299.33999999997,565790.12,-816089.46,-79.1585515496521,-154.33,554.4416221552642,7.004191098765765,-0.10079651697177468,1.747798904893691,4253.6,-5119.889999999999,544,0.998165137614679,0.009698573011694694,0,1251.748053097345,1551.500874524715,3.0782684583268622
SME-00098,1,1371,-444908.28,898898.17,-1343806.4500000002,-324.5136980306346,-435.47,2476.611360310925,7.631762157778404,-0.28954407772552304,6.974768129459699,15670.489999999998,-17568.41,489,0.8972477064220183,0.031220130094528453,0,2966.660627062706,3075.0719679633867,4.285548525036173
